id_municipio,nu_rede,nu_serie,id_indicador_municipio,nome_uf,nome_regiao,ds_rede,qt_alunos_avaliados,qt_alunos_alfabetizados,qt_alunos_alfabetizados_corte,pc_indicador_alfabetizacao,pc_indicador_alfabetizacao_corte,vl_proficiencia_media,vl_proficiencia_mediana,ts_insercao,pc_taxa_alfabetizacao,pc_participacao_meta,pc_meta_2024,pc_meta_2025,pc_meta_2026,pc_meta_2027,pc_meta_2028,pc_meta_2029,pc_meta_2030,pc_meta_ano_corrente,vl_gap_meta_resultado,nu_ano,sigla_uf
3161403,3,2,4381632897271303915,Minas Gerais,Sudeste,Municipal,46,36,36,78.26,78.26,760.21,761.19,2026-08-20 01:27:09,78.59,92.0,62.82,66.11,69.25,72.22,75.01,77.6,80.0,62.82,15.77,2024,MG
3164209,3,2,2320702554219412162,Minas Gerais,Sudeste,Municipal,86,67,67,77.91,77.91,761.42,767.93,2026-08-20 01:27:09,77.76,92.47,55.73,60.42,64.92,69.17,73.12,76.74,80.0,55.73,22.03,2024,MG
3165578,3,2,2886410087352010007,Minas Gerais,Sudeste,Municipal,46,35,35,76.09,76.09,766.66,769.9,2026-08-20 01:27:09,76.97,86.79,71.75,73.26,74.72,76.12,77.47,78.76,80.0,71.75,5.22,2024,MG
3167608,2,2,-1353747612083640253,Minas Gerais,Sudeste,Estadual,72,58,58,80.56,80.56,759.47,761.89,2026-08-20 01:27:09,80.01,,,,,,,,,,,2024,MG
3167707,3,2,-8460534514333049191,Minas Gerais,Sudeste,Municipal,40,31,31,77.5,77.5,758.81,764.13,2026-08-20 01:27:09,75.93,85.11,68.72,70.83,72.85,74.78,76.61,78.35,80.0,68.72,7.21,2024,MG
3100609,2,2,6609005633067078181,Minas Gerais,Sudeste,Estadual,121,77,77,63.64,63.64,752.97,753.87,2026-08-20 01:27:09,66.7,,,,,,,,,,,2023,MG
3101300,3,2,-8214858784679089297,Minas Gerais,Sudeste,Municipal,24,16,16,66.67,66.67,756.95,755.24,2026-08-20 01:27:09,67.0,96.0,69.11,71.13,73.08,74.94,76.72,78.4,80.0,,,2023,MG
3102407,3,2,-3352535998484639367,Minas Gerais,Sudeste,Municipal,10,4,4,40.0,40.0,737.03,738.91,2026-08-20 01:27:09,41.82,90.91,47.88,54.0,60.0,65.72,71.01,75.79,80.0,,,2023,MG
3112059,3,2,-3682783353790757303,Minas Gerais,Sudeste,Municipal,43,25,25,58.14,58.14,754.93,753.23,2026-08-20 01:27:09,60.18,95.56,63.46,66.62,69.64,72.5,75.18,77.68,80.0,,,2023,MG
3117702,3,2,1477096053121753609,Minas Gerais,Sudeste,Municipal,154,141,141,91.56,91.56,797.27,801.33,2026-08-20 01:27:09,89.94,96.86,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3117876,3,2,2929018636124751683,Minas Gerais,Sudeste,Municipal,77,39,39,50.65,50.65,746.88,745.71,2026-08-20 01:27:09,52.52,95.06,57.07,61.49,65.74,69.75,73.48,76.9,80.0,,,2023,MG
3124807,3,2,-4387752171768627507,Minas Gerais,Sudeste,Municipal,62,29,29,46.77,46.77,735.18,737.32,2026-08-20 01:27:09,46.84,96.88,52.24,57.58,62.76,67.65,72.19,76.32,80.0,,,2023,MG
3125507,3,2,-7849632398099432513,Minas Gerais,Sudeste,Municipal,35,28,28,80.0,80.0,770.53,763.22,2026-08-20 01:27:09,80.13,92.11,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3126109,2,2,4125220056177415444,Minas Gerais,Sudeste,Estadual,48,36,36,75.0,75.0,773.76,768.47,2026-08-20 01:27:09,77.6,,,,,,,,,,,2023,MG
3130002,3,2,-574935146443855119,Minas Gerais,Sudeste,Municipal,32,19,19,59.38,59.38,747.24,757.01,2026-08-20 01:27:09,60.59,100.0,63.8,66.89,69.84,72.64,75.27,77.72,80.0,,,2023,MG
3132701,3,2,-5989978409152631358,Minas Gerais,Sudeste,Municipal,106,54,54,50.94,50.94,734.99,743.39,2026-08-20 01:27:09,51.6,92.98,56.29,60.87,65.27,69.42,73.27,76.81,80.0,,,2023,MG
3136504,3,2,5055148979789855023,Minas Gerais,Sudeste,Municipal,8,7,7,87.5,87.5,803.15,818.74,2026-08-20 01:27:09,87.5,,,,,,,,,,,2023,MG
3140605,3,2,-6429948263375281573,Minas Gerais,Sudeste,Municipal,47,17,17,36.17,36.17,734.62,725.26,2026-08-20 01:27:09,37.11,94.0,43.68,50.48,57.27,63.79,69.84,75.27,80.0,,,2023,MG
3141306,3,2,-1964483073547845657,Minas Gerais,Sudeste,Municipal,36,30,30,83.33,83.33,769.87,771.96,2026-08-20 01:27:09,82.24,92.31,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3141603,3,2,-3732165531890300542,Minas Gerais,Sudeste,Municipal,68,67,67,98.53,98.53,831.37,845.32,2026-08-20 01:27:09,98.41,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3142007,2,2,-2910911852387750934,Minas Gerais,Sudeste,Estadual,15,13,13,86.67,86.67,770.0,772.88,2026-08-20 01:27:09,86.67,,,,,,,,,,,2023,MG
3143609,3,2,-5461393317128057126,Minas Gerais,Sudeste,Municipal,31,30,30,96.77,96.77,806.05,807.99,2026-08-20 01:27:09,96.43,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3144300,3,2,-924804871717381696,Minas Gerais,Sudeste,Municipal,117,61,61,52.14,52.14,735.24,744.12,2026-08-20 01:27:09,51.97,95.9,56.6,61.12,65.46,69.55,73.36,76.84,80.0,,,2023,MG
3146750,2,2,5732639292671845195,Minas Gerais,Sudeste,Estadual,16,13,13,81.25,81.25,777.85,782.74,2026-08-20 01:27:09,81.25,,,,,,,,,,,2023,MG
3149002,3,2,-3718898440418376586,Minas Gerais,Sudeste,Municipal,32,17,17,53.13,53.13,744.98,747.55,2026-08-20 01:27:09,53.74,96.97,58.09,62.32,66.37,70.19,73.75,77.02,80.0,,,2023,MG
3149309,2,2,-8751655045462571461,Minas Gerais,Sudeste,Estadual,189,117,117,61.9,61.9,754.53,757.56,2026-08-20 01:27:09,57.89,,,,,,,,,,,2023,MG
3151909,2,2,8854187534764049991,Minas Gerais,Sudeste,Estadual,52,47,47,90.38,90.38,792.21,798.73,2026-08-20 01:27:09,90.55,,,,,,,,,,,2023,MG
3152808,3,2,-5334960046681319479,Minas Gerais,Sudeste,Municipal,355,196,196,55.21,55.21,744.33,748.7,2026-08-20 01:27:09,55.38,91.97,59.46,63.42,67.21,70.78,74.11,77.19,80.0,,,2023,MG
3157807,2,2,-7057933824087135499,Minas Gerais,Sudeste,Estadual,433,225,225,51.96,51.96,745.27,746.06,2026-08-20 01:27:09,53.75,,,,,,,,,,,2023,MG
3160306,3,2,2211291942950366221,Minas Gerais,Sudeste,Municipal,79,48,48,60.76,60.76,746.56,751.31,2026-08-20 01:27:09,62.95,79.8,65.75,68.45,71.03,73.48,75.8,77.97,80.0,,,2023,MG
3163201,3,2,2460000311196042819,Minas Gerais,Sudeste,Municipal,44,34,34,77.27,77.27,768.32,778.2,2026-08-20 01:27:09,77.36,89.8,77.75,78.14,78.52,78.9,79.27,79.64,80.0,,,2023,MG
3164100,3,2,5441147323597983730,Minas Gerais,Sudeste,Municipal,34,22,22,64.71,64.71,762.72,760.16,2026-08-20 01:27:09,67.03,100.0,69.13,71.15,73.1,74.96,76.73,78.41,80.0,,,2023,MG
3164209,3,2,2000265475414199524,Minas Gerais,Sudeste,Municipal,95,50,50,52.63,52.63,740.03,752.95,2026-08-20 01:27:09,50.94,95.0,55.73,60.42,64.92,69.17,73.12,76.74,80.0,,,2023,MG
3166709,2,2,-4706587344943069125,Minas Gerais,Sudeste,Estadual,19,14,14,73.68,73.68,777.86,775.26,2026-08-20 01:27:09,72.98,,,,,,,,,,,2023,MG
3168002,3,2,-3376306618523389238,Minas Gerais,Sudeste,Municipal,374,261,261,69.79,69.79,766.77,768.6,2026-08-20 01:27:09,69.28,96.14,70.99,72.65,74.25,75.78,77.25,78.66,80.0,,,2023,MG
3168606,2,2,-5375645299130437544,Minas Gerais,Sudeste,Estadual,683,367,367,53.73,53.73,743.32,746.92,2026-08-20 01:27:09,54.27,,,,,,,,,,,2023,MG
3171501,3,2,1042554916222227546,Minas Gerais,Sudeste,Municipal,31,16,16,51.61,51.61,748.66,750.25,2026-08-20 01:27:09,51.56,73.81,56.26,60.84,65.24,69.4,73.26,76.8,80.0,,,2023,MG
3100906,3,2,685383399987338212,Minas Gerais,Sudeste,Municipal,9,7,7,77.78,77.78,751.28,752.19,2026-08-20 01:27:09,77.78,0.0,0.0,71.23,73.16,75.0,76.75,78.42,80.0,,,2023,MG
3101607,3,2,1879672047341091041,Minas Gerais,Sudeste,Municipal,377,222,222,58.89,58.89,750.84,753.54,2026-08-20 01:27:09,59.05,94.01,62.52,65.87,69.07,72.09,74.93,77.57,80.0,,,2023,MG
3109303,3,2,-6880626099495211805,Minas Gerais,Sudeste,Municipal,280,147,147,52.5,52.5,743.13,744.79,2026-08-20 01:27:09,52.14,91.8,56.75,61.24,65.54,69.61,73.39,76.86,80.0,,,2023,MG
3109709,3,2,-3964831483337232424,Minas Gerais,Sudeste,Municipal,132,82,82,62.12,62.12,753.45,753.84,2026-08-20 01:27:09,61.69,91.03,64.71,67.62,70.4,73.03,75.52,77.84,80.0,,,2023,MG
3114550,3,2,-5932568416930260235,Minas Gerais,Sudeste,Municipal,97,51,51,52.58,52.58,748.73,746.36,2026-08-20 01:27:09,52.21,92.38,56.8,61.28,65.58,69.64,73.41,76.87,80.0,,,2023,MG
3115359,3,2,8330193820521221993,Minas Gerais,Sudeste,Municipal,36,25,25,69.44,69.44,753.78,759.64,2026-08-20 01:27:09,67.35,83.72,69.4,71.37,73.26,75.07,76.8,78.44,80.0,,,2023,MG
3117504,3,2,1431690243986899175,Minas Gerais,Sudeste,Municipal,213,122,122,57.28,57.28,753.24,754.2,2026-08-20 01:27:09,58.74,87.3,62.26,65.66,68.91,71.98,74.86,77.53,80.0,,,2023,MG
3118304,3,2,7574090356004548997,Minas Gerais,Sudeste,Municipal,1001,676,676,67.53,67.53,761.91,764.47,2026-08-20 01:27:09,64.98,91.17,67.43,69.8,72.06,74.21,76.26,78.19,80.0,,,2023,MG
3120508,3,2,183354592397971253,Minas Gerais,Sudeste,Municipal,73,42,42,57.53,57.53,755.46,755.8,2026-08-20 01:27:09,55.83,96.05,59.84,63.72,67.44,70.94,74.21,77.24,80.0,,,2023,MG
3120706,3,2,3303955920425135606,Minas Gerais,Sudeste,Municipal,74,46,46,62.16,62.16,748.13,753.78,2026-08-20 01:27:09,62.42,100.0,65.32,68.1,70.77,73.29,75.68,77.92,80.0,,,2023,MG
3122504,3,2,-2398074978351014758,Minas Gerais,Sudeste,Municipal,56,38,38,67.86,67.86,762.33,765.78,2026-08-20 01:27:09,74.74,100.0,75.54,76.33,77.1,77.85,78.59,79.3,80.0,,,2023,MG
3124104,3,2,185207863309884573,Minas Gerais,Sudeste,Municipal,697,351,351,50.36,50.36,741.51,743.07,2026-08-20 01:27:09,50.73,85.63,55.55,60.28,64.81,69.1,73.08,76.72,80.0,,,2023,MG
3124203,2,2,-8473478132417617629,Minas Gerais,Sudeste,Estadual,150,101,101,67.33,67.33,762.4,770.23,2026-08-20 01:27:09,71.64,,,,,,,,,,,2023,MG
3124401,3,2,8139809469066218101,Minas Gerais,Sudeste,Municipal,87,58,58,66.67,66.67,761.98,769.11,2026-08-20 01:27:09,66.49,93.55,68.68,70.8,72.82,74.76,76.6,78.35,80.0,,,2023,MG
3127206,2,2,1214866464454524571,Minas Gerais,Sudeste,Estadual,13,10,10,76.92,76.92,767.95,779.5,2026-08-20 01:27:09,76.92,,,,,,,,,,,2023,MG
3127305,3,2,-5497125989107218166,Minas Gerais,Sudeste,Municipal,68,36,36,52.94,52.94,743.75,744.56,2026-08-20 01:27:09,47.26,82.93,52.6,57.88,62.98,67.81,72.29,76.36,80.0,,,2023,MG
3129806,2,2,4747886826257119826,Minas Gerais,Sudeste,Estadual,371,214,214,57.68,57.68,747.63,751.87,2026-08-20 01:27:09,56.43,,,,,,,,,,,2023,MG
3129905,3,2,-4228249093331332504,Minas Gerais,Sudeste,Municipal,36,14,14,38.89,38.89,729.73,733.47,2026-08-20 01:27:09,38.1,81.82,44.57,51.24,57.85,64.2,70.09,75.38,80.0,,,2023,MG
3135209,2,2,1492740717303553681,Minas Gerais,Sudeste,Estadual,617,269,269,43.6,43.6,732.12,734.82,2026-08-20 01:27:09,45.97,,,,,,,,,,,2023,MG
3136652,3,2,-7228614370550928897,Minas Gerais,Sudeste,Municipal,359,174,174,48.47,48.47,742.94,740.86,2026-08-20 01:27:09,47.58,89.97,52.87,58.1,63.15,67.93,72.36,76.39,80.0,,,2023,MG
3138351,3,2,-5690956767463852655,Minas Gerais,Sudeste,Municipal,34,18,18,52.94,52.94,755.15,749.6,2026-08-20 01:27:09,52.94,100.0,57.42,61.78,65.96,69.9,73.57,76.94,80.0,,,2023,MG
3140100,3,2,-8875546222790998756,Minas Gerais,Sudeste,Municipal,48,34,34,70.83,70.83,761.01,764.57,2026-08-20 01:27:09,63.09,97.96,65.87,68.55,71.1,73.53,75.83,77.99,80.0,,,2023,MG
3143203,3,2,-4947253993227774042,Minas Gerais,Sudeste,Municipal,176,74,74,42.05,42.05,731.93,728.49,2026-08-20 01:27:09,42.15,89.8,48.17,54.24,60.19,65.85,71.09,75.82,80.0,,,2023,MG
3143302,2,2,1361024042335173995,Minas Gerais,Sudeste,Estadual,1667,1079,1079,64.73,64.73,756.85,761.46,2026-08-20 01:27:09,64.69,,,,,,,,,,,2023,MG
3145000,3,2,-7966719276914147052,Minas Gerais,Sudeste,Municipal,222,163,163,73.42,73.42,771.5,776.0,2026-08-20 01:27:09,72.34,95.28,73.54,74.7,75.83,76.93,77.99,79.01,80.0,,,2023,MG
3148004,3,2,-2995250787193483038,Minas Gerais,Sudeste,Municipal,393,275,275,69.97,69.97,762.13,765.88,2026-08-20 01:27:09,69.14,91.61,70.88,72.56,74.17,75.73,77.22,78.64,80.0,,,2023,MG
3153905,3,2,5051368385446521832,Minas Gerais,Sudeste,Municipal,134,72,72,53.73,53.73,746.6,746.79,2026-08-20 01:27:09,48.4,92.41,53.57,58.67,63.59,68.24,72.55,76.48,80.0,,,2023,MG
3157203,3,2,8749691682224197868,Minas Gerais,Sudeste,Municipal,343,240,240,69.97,69.97,762.09,764.86,2026-08-20 01:27:09,69.91,91.71,71.52,73.07,74.57,76.01,77.4,78.73,80.0,,,2023,MG
3157906,3,2,3292084480972912423,Minas Gerais,Sudeste,Municipal,150,108,108,72.0,72.0,764.62,771.9,2026-08-20 01:27:09,71.98,94.94,73.24,74.46,75.64,76.79,77.9,78.97,80.0,,,2023,MG
3159357,3,2,-426005366031900898,Minas Gerais,Sudeste,Municipal,77,49,49,63.64,63.64,756.2,762.87,2026-08-20 01:27:09,61.31,96.25,64.4,67.37,70.21,72.9,75.43,77.8,80.0,,,2023,MG
3159506,3,2,2957683060888057128,Minas Gerais,Sudeste,Municipal,58,47,47,81.03,81.03,780.06,782.87,2026-08-20 01:27:09,83.38,90.63,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3165206,2,2,512149006982334130,Minas Gerais,Sudeste,Estadual,10,9,9,90.0,90.0,765.77,764.75,2026-08-20 01:27:09,94.15,,,,,,,,,,,2023,MG
4300554,2,2,5582417224251671962,Rio Grande do Sul,Sul,Estadual,11,7,7,63.64,63.64,764.19,761.52,2026-08-20 01:27:09,63.6,,,,,,,,,,,2024,RS
4301008,3,2,2083565852359558135,Rio Grande do Sul,Sul,Municipal,165,104,104,63.03,63.03,756.78,756.15,2026-08-20 01:27:09,63.6,86.39,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-16.4,2024,RS
4301073,3,2,2004046946367118700,Rio Grande do Sul,Sul,Municipal,22,4,4,18.18,18.18,713.58,719.72,2026-08-20 01:27:09,18.2,84.62,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-61.8,2024,RS
4302451,2,2,1883197933247283557,Rio Grande do Sul,Sul,Estadual,20,14,14,70.0,70.0,752.61,758.24,2026-08-20 01:27:09,70.0,,,,,,,,,,,2024,RS
4303103,3,2,1626735445499304718,Rio Grande do Sul,Sul,Municipal,898,367,367,40.87,40.87,732.13,731.29,2026-08-20 01:27:09,40.6,76.7,61.68,65.2,68.56,71.73,74.7,77.46,80.0,61.68,-21.08,2024,RS
4304101,2,2,40235394600664116,Rio Grande do Sul,Sul,Estadual,12,3,3,25.0,25.0,716.31,720.11,2026-08-20 01:27:09,25.0,,,,,,,,,,,2024,RS
4304663,2,2,-8283018227092027893,Rio Grande do Sul,Sul,Estadual,37,14,14,37.84,37.84,728.38,726.71,2026-08-20 01:27:09,39.4,,,,,,,,,,,2024,RS
4304689,3,2,7762039547987526530,Rio Grande do Sul,Sul,Municipal,85,45,45,52.94,52.94,747.18,744.99,2026-08-20 01:27:09,54.3,79.44,69.65,71.57,73.42,75.19,76.87,78.48,80.0,69.65,-15.35,2024,RS
4305447,3,2,-2602451191371107051,Rio Grande do Sul,Sul,Municipal,41,28,28,68.29,68.29,753.65,757.61,2026-08-20 01:27:09,69.0,85.42,72.46,73.83,75.16,76.44,77.67,78.86,80.0,72.46,-3.46,2024,RS
4306403,2,2,7537484919881042858,Rio Grande do Sul,Sul,Estadual,70,43,43,61.43,61.43,751.67,756.84,2026-08-20 01:27:09,61.2,,,,,,,,,,,2024,RS
4308201,3,2,7635872307854086212,Rio Grande do Sul,Sul,Municipal,213,127,127,59.62,59.62,748.65,752.49,2026-08-20 01:27:09,59.6,91.03,79.15,79.3,79.44,79.58,79.72,79.86,80.0,79.15,-19.55,2024,RS
4309407,2,2,2412667814964115065,Rio Grande do Sul,Sul,Estadual,58,29,29,50.0,50.0,742.6,741.69,2026-08-20 01:27:09,50.8,,,,,,,,,,,2024,RS
4310108,2,2,-1425375505859703766,Rio Grande do Sul,Sul,Estadual,41,14,14,34.15,34.15,723.9,713.87,2026-08-20 01:27:09,34.0,,,,,,,,,,,2024,RS
4311106,3,2,2721364693932468282,Rio Grande do Sul,Sul,Municipal,43,23,23,53.49,53.49,745.39,745.59,2026-08-20 01:27:09,53.4,91.49,67.37,69.74,72.02,74.18,76.24,78.18,80.0,67.37,-13.97,2024,RS
4311254,2,2,2829070691230508448,Rio Grande do Sul,Sul,Estadual,21,17,17,80.95,80.95,784.43,795.29,2026-08-20 01:27:09,81.0,,,,,,,,,,,2024,RS
4313003,3,2,1954914137096108350,Rio Grande do Sul,Sul,Municipal,18,17,17,94.44,94.44,781.02,784.59,2026-08-20 01:27:09,94.4,90.0,77.71,78.1,78.49,78.88,79.26,79.63,80.0,77.71,16.69,2024,RS
4313425,2,2,6969257735115250804,Rio Grande do Sul,Sul,Estadual,10,6,6,60.0,60.0,750.94,754.81,2026-08-20 01:27:09,60.0,,,,,,,,,,,2024,RS
4313953,3,2,3064188448620782143,Rio Grande do Sul,Sul,Municipal,92,25,25,27.17,27.17,722.45,724.8,2026-08-20 01:27:09,25.7,82.14,73.69,74.82,75.93,77.0,78.03,79.03,80.0,73.69,-47.99,2024,RS
4315073,3,2,1095451769200216338,Rio Grande do Sul,Sul,Municipal,17,15,15,88.24,88.24,771.19,768.23,2026-08-20 01:27:09,88.2,100.0,65.93,68.59,71.14,73.56,75.85,77.99,80.0,65.93,22.27,2024,RS
4315909,3,2,5364207519387184567,Rio Grande do Sul,Sul,Municipal,33,16,16,48.48,48.48,740.2,742.71,2026-08-20 01:27:09,48.8,94.29,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-31.2,2024,RS
4316006,3,2,3201145519055296283,Rio Grande do Sul,Sul,Municipal,152,101,101,66.45,66.45,757.04,761.08,2026-08-20 01:27:09,66.6,93.83,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-13.4,2024,RS
4318002,3,2,-8771903932170514478,Rio Grande do Sul,Sul,Municipal,300,131,131,43.67,43.67,734.8,734.94,2026-08-20 01:27:09,46.4,75.95,67.78,70.07,72.27,74.36,76.35,78.23,80.0,67.78,-21.38,2024,RS
4318622,3,2,-8081288013775216611,Rio Grande do Sul,Sul,Municipal,47,17,17,36.17,36.17,732.86,734.94,2026-08-20 01:27:09,37.1,,,,,,,,,,,2024,RS
4320651,3,2,9100216287482546436,Rio Grande do Sul,Sul,Municipal,14,5,5,35.71,35.71,724.99,713.71,2026-08-20 01:27:09,35.7,70.0,68.83,70.92,72.91,74.82,76.64,78.37,80.0,68.83,-33.13,2024,RS
4320909,2,2,4283061090091380747,Rio Grande do Sul,Sul,Estadual,40,22,22,55.0,55.0,758.5,752.79,2026-08-20 01:27:09,54.8,,,,,,,,,,,2024,RS
4321352,2,2,-3728006437735413386,Rio Grande do Sul,Sul,Estadual,12,2,2,16.67,16.67,703.43,686.95,2026-08-20 01:27:09,16.7,,,,,,,,,,,2024,RS
4321436,2,2,-2707364729073420431,Rio Grande do Sul,Sul,Estadual,29,14,14,48.28,48.28,741.71,742.05,2026-08-20 01:27:09,48.4,,,,,,,,,,,2024,RS
4321832,2,2,-4480666851562686689,Rio Grande do Sul,Sul,Estadual,14,9,9,64.29,64.29,754.26,746.77,2026-08-20 01:27:09,64.3,,,,,,,,,,,2024,RS
4322202,3,2,3104741711678171648,Rio Grande do Sul,Sul,Municipal,90,41,41,45.56,45.56,738.08,741.76,2026-08-20 01:27:09,44.4,88.24,73.19,74.42,75.61,76.77,77.88,78.96,80.0,73.19,-28.79,2024,RS
4322608,3,2,-7790450992083303563,Rio Grande do Sul,Sul,Municipal,265,157,157,59.25,59.25,747.45,750.36,2026-08-20 01:27:09,59.2,93.64,78.41,78.68,78.95,79.22,79.48,79.74,80.0,78.41,-19.21,2024,RS
3105004,3,2,6230395001528076910,Minas Gerais,Sudeste,Municipal,50,37,37,74.0,74.0,766.14,764.05,2026-08-20 01:27:09,74.25,90.91,75.13,76.0,76.84,77.66,78.46,79.24,80.0,,,2023,MG
3107109,3,2,1647938313360980034,Minas Gerais,Sudeste,Municipal,266,144,144,54.14,54.14,738.39,746.36,2026-08-20 01:27:09,53.83,97.08,58.17,62.38,66.41,70.22,73.77,77.03,80.0,,,2023,MG
3108305,2,2,-8593463208894886416,Minas Gerais,Sudeste,Estadual,29,25,25,86.21,86.21,782.18,781.96,2026-08-20 01:27:09,85.93,,,,,,,,,,,2023,MG
3116159,2,2,-5792567861016965330,Minas Gerais,Sudeste,Estadual,15,6,6,40.0,40.0,748.52,739.2,2026-08-20 01:27:09,40.0,,,,,,,,,,,2023,MG
3118007,3,2,1943516185173961544,Minas Gerais,Sudeste,Municipal,597,338,338,56.62,56.62,748.79,752.04,2026-08-20 01:27:09,56.15,88.84,60.11,63.94,67.6,71.06,74.29,77.27,80.0,,,2023,MG
3119500,3,2,-6800482626140633534,Minas Gerais,Sudeste,Municipal,84,62,62,73.81,73.81,763.16,767.31,2026-08-20 01:27:09,65.72,96.55,68.05,70.29,72.43,74.48,76.43,78.27,80.0,,,2023,MG
3122454,3,2,3691016432683287710,Minas Gerais,Sudeste,Municipal,94,44,44,46.81,46.81,740.33,737.09,2026-08-20 01:27:09,42.46,95.92,48.44,54.46,60.36,65.97,71.16,75.86,80.0,,,2023,MG
3123007,3,2,9139412761908047874,Minas Gerais,Sudeste,Municipal,85,53,53,62.35,62.35,760.33,761.62,2026-08-20 01:27:09,54.67,94.44,58.87,62.95,66.84,70.53,73.96,77.12,80.0,,,2023,MG
3123908,2,2,1021759541984359205,Minas Gerais,Sudeste,Estadual,44,35,35,79.55,79.55,771.72,778.23,2026-08-20 01:27:09,88.39,,,,,,,,,,,2023,MG
3126802,3,2,624043561955989591,Minas Gerais,Sudeste,Municipal,66,34,34,51.52,51.52,746.15,743.19,2026-08-20 01:27:09,51.82,92.96,56.48,61.02,65.38,69.5,73.32,76.83,80.0,,,2023,MG
3128907,3,2,-7255227832128243607,Minas Gerais,Sudeste,Municipal,96,60,60,62.5,62.5,749.4,756.9,2026-08-20 01:27:09,60.59,91.43,63.8,66.89,69.84,72.64,75.27,77.72,80.0,,,2023,MG
3130655,3,2,-558382011462335885,Minas Gerais,Sudeste,Municipal,58,33,33,56.9,56.9,742.42,750.5,2026-08-20 01:27:09,56.13,98.31,60.09,63.93,67.59,71.05,74.28,77.27,80.0,,,2023,MG
3131208,3,2,8492749871608794707,Minas Gerais,Sudeste,Municipal,230,182,182,79.13,79.13,771.8,779.11,2026-08-20 01:27:09,78.85,96.64,79.02,79.18,79.35,79.51,79.68,79.84,80.0,,,2023,MG
3134103,3,2,3431420235571352990,Minas Gerais,Sudeste,Municipal,42,23,23,54.76,54.76,746.25,751.88,2026-08-20 01:27:09,55.54,91.3,59.6,63.53,67.29,70.84,74.15,77.21,80.0,,,2023,MG
3135407,3,2,-3678706307809830094,Minas Gerais,Sudeste,Municipal,59,40,40,67.8,67.8,761.84,771.67,2026-08-20 01:27:09,67.57,93.65,69.58,71.51,73.37,75.15,76.85,78.47,80.0,,,2023,MG
3137403,3,2,-325368651996061056,Minas Gerais,Sudeste,Municipal,103,66,66,64.08,64.08,759.61,755.49,2026-08-20 01:27:09,63.91,95.37,66.55,69.09,71.52,73.83,76.01,78.07,80.0,,,2023,MG
3141108,3,2,-535112158802371509,Minas Gerais,Sudeste,Municipal,294,137,137,46.6,46.6,738.09,738.49,2026-08-20 01:27:09,47.48,89.91,52.79,58.03,63.1,67.89,72.34,76.38,80.0,,,2023,MG
3142809,3,2,-5426338525317065138,Minas Gerais,Sudeste,Municipal,143,105,105,73.43,73.43,770.52,772.62,2026-08-20 01:27:09,74.78,91.67,75.58,76.36,77.12,77.87,78.6,79.31,80.0,,,2023,MG
3143708,2,2,-7010783971619448215,Minas Gerais,Sudeste,Estadual,35,30,30,85.71,85.71,774.38,780.42,2026-08-20 01:27:09,69.29,,,,,,,,,,,2023,MG
3145505,3,2,-7158876112649759317,Minas Gerais,Sudeste,Municipal,26,16,16,61.54,61.54,751.23,746.78,2026-08-20 01:27:09,62.27,92.86,65.19,68.0,70.69,73.24,75.65,77.9,80.0,,,2023,MG
3146701,3,2,6181004804372815732,Minas Gerais,Sudeste,Municipal,39,21,21,53.85,53.85,742.0,748.36,2026-08-20 01:27:09,26.99,81.25,34.19,42.2,50.64,59.04,66.95,74.0,80.0,,,2023,MG
3147303,3,2,-4872040635960989682,Minas Gerais,Sudeste,Municipal,172,106,106,61.63,61.63,752.31,754.48,2026-08-20 01:27:09,60.77,96.09,63.95,67.01,69.94,72.71,75.31,77.74,80.0,,,2023,MG
3147402,3,2,-3799173334298616990,Minas Gerais,Sudeste,Municipal,206,101,101,49.03,49.03,741.67,740.69,2026-08-20 01:27:09,48.84,95.81,53.95,58.98,63.82,68.4,72.65,76.52,80.0,,,2023,MG
3148103,3,2,-3165860652886612085,Minas Gerais,Sudeste,Municipal,815,509,509,62.45,62.45,755.3,758.66,2026-08-20 01:27:09,61.83,94.55,64.83,67.71,70.47,73.08,75.55,77.85,80.0,,,2023,MG
3151404,3,2,8023474926127039981,Minas Gerais,Sudeste,Municipal,55,51,51,92.73,92.73,794.19,794.65,2026-08-20 01:27:09,92.14,98.21,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3151602,3,2,800742002550287874,Minas Gerais,Sudeste,Municipal,160,74,74,46.25,46.25,733.87,734.45,2026-08-20 01:27:09,45.91,92.49,51.44,56.93,62.26,67.3,71.98,76.22,80.0,,,2023,MG
