id_municipio,nu_rede,nu_serie,id_indicador_municipio,nome_uf,nome_regiao,ds_rede,qt_alunos_avaliados,qt_alunos_alfabetizados,qt_alunos_alfabetizados_corte,pc_indicador_alfabetizacao,pc_indicador_alfabetizacao_corte,vl_proficiencia_media,vl_proficiencia_mediana,ts_insercao,pc_taxa_alfabetizacao,pc_participacao_meta,pc_meta_2024,pc_meta_2025,pc_meta_2026,pc_meta_2027,pc_meta_2028,pc_meta_2029,pc_meta_2030,pc_meta_ano_corrente,vl_gap_meta_resultado,nu_ano,sigla_uf
3101805,3,2,-1877581126399192126,Minas Gerais,Sudeste,Municipal,49,24,24,48.98,48.98,737.6,734.01,2026-08-20 01:27:09,46.13,80.33,51.63,57.08,62.37,67.39,72.03,76.24,80.0,,,2023,MG
3102605,3,2,-6486017206342286012,Minas Gerais,Sudeste,Municipal,376,215,215,57.18,57.18,747.21,751.72,2026-08-20 01:27:09,56.29,94.24,60.22,64.03,67.67,71.11,74.32,77.28,80.0,,,2023,MG
3104106,3,2,-5292945303659194841,Minas Gerais,Sudeste,Municipal,85,74,74,87.06,87.06,791.68,795.49,2026-08-20 01:27:09,86.77,95.51,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3107406,3,2,-6771022948422899304,Minas Gerais,Sudeste,Municipal,268,119,119,44.4,44.4,736.56,737.62,2026-08-20 01:27:09,42.86,86.45,48.79,54.75,60.58,66.13,71.26,75.9,80.0,,,2023,MG
3109402,3,2,-813429685774518756,Minas Gerais,Sudeste,Municipal,277,105,105,37.91,37.91,730.09,728.07,2026-08-20 01:27:09,37.7,95.19,44.21,50.93,57.62,64.04,69.99,75.33,80.0,,,2023,MG
3109600,3,2,6558476508849228126,Minas Gerais,Sudeste,Municipal,34,18,18,52.94,52.94,739.21,743.34,2026-08-20 01:27:09,52.4,94.44,56.96,61.41,65.68,69.71,73.45,76.89,80.0,,,2023,MG
3112901,3,2,-843117374615215573,Minas Gerais,Sudeste,Municipal,104,61,61,58.65,58.65,749.94,755.37,2026-08-20 01:27:09,59.39,93.69,62.8,66.1,69.24,72.21,75.0,77.6,80.0,,,2023,MG
3117836,2,2,-8770235912550402912,Minas Gerais,Sudeste,Estadual,50,24,24,48.0,48.0,736.53,739.24,2026-08-20 01:27:09,40.37,,,,,,,,,,,2023,MG
3120805,3,2,-8761297485133628640,Minas Gerais,Sudeste,Municipal,98,95,95,96.94,96.94,814.46,815.1,2026-08-20 01:27:09,97.18,92.45,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3121258,3,2,-776160499131049155,Minas Gerais,Sudeste,Municipal,111,59,59,53.15,53.15,756.08,751.26,2026-08-20 01:27:09,50.98,81.02,55.77,60.45,64.94,69.19,73.13,76.74,80.0,,,2023,MG
3122306,3,2,-4676149462270780115,Minas Gerais,Sudeste,Municipal,841,541,541,64.33,64.33,752.87,757.83,2026-08-20 01:27:09,64.73,89.56,67.23,69.63,71.93,74.12,76.2,78.16,80.0,,,2023,MG
3123809,3,2,-6071724075692245416,Minas Gerais,Sudeste,Municipal,50,23,23,46.0,46.0,740.12,740.08,2026-08-20 01:27:09,44.66,94.34,50.36,56.04,61.58,66.82,71.69,76.09,80.0,,,2023,MG
3124104,2,2,3002476248350451840,Minas Gerais,Sudeste,Estadual,295,181,181,61.36,61.36,756.28,758.04,2026-08-20 01:27:09,51.86,,,,,,,,,,,2023,MG
3127339,2,2,-1614401153151829044,Minas Gerais,Sudeste,Estadual,33,18,18,54.55,54.55,746.91,748.65,2026-08-20 01:27:09,70.52,,,,,,,,,,,2023,MG
3127388,3,2,4179862985994249788,Minas Gerais,Sudeste,Municipal,32,24,24,75.0,75.0,768.89,778.71,2026-08-20 01:27:09,75.0,100.0,75.76,76.51,77.24,77.95,78.65,79.33,80.0,,,2023,MG
3132404,3,2,7803147314508081907,Minas Gerais,Sudeste,Municipal,692,415,415,59.97,59.97,752.13,756.97,2026-08-20 01:27:09,59.76,89.87,63.11,66.34,69.43,72.35,75.09,77.64,80.0,,,2023,MG
3134103,2,2,-4275971406828160433,Minas Gerais,Sudeste,Estadual,19,19,19,100.0,100.0,781.47,782.83,2026-08-20 01:27:09,100.0,,,,,,,,,,,2023,MG
3135308,3,2,-8384642109172136560,Minas Gerais,Sudeste,Municipal,52,37,37,71.15,71.15,767.49,773.74,2026-08-20 01:27:09,71.03,96.3,72.45,73.82,75.15,76.43,77.67,78.86,80.0,,,2023,MG
3136900,3,2,4196248260711927719,Minas Gerais,Sudeste,Municipal,150,118,118,78.67,78.67,772.33,775.56,2026-08-20 01:27:09,78.5,93.17,78.72,78.94,79.15,79.37,79.58,79.79,80.0,,,2023,MG
3140506,2,2,6535425800827803241,Minas Gerais,Sudeste,Estadual,63,42,42,66.67,66.67,762.99,763.74,2026-08-20 01:27:09,66.89,,,,,,,,,,,2023,MG
3140803,3,2,-7353165067516139559,Minas Gerais,Sudeste,Municipal,104,67,67,64.42,64.42,753.96,754.01,2026-08-20 01:27:09,58.84,77.04,62.35,65.73,68.96,72.02,74.88,77.54,80.0,,,2023,MG
3146206,3,2,-3893226298172231138,Minas Gerais,Sudeste,Municipal,83,47,47,56.63,56.63,751.53,749.47,2026-08-20 01:27:09,51.25,95.4,55.99,60.63,65.08,69.29,73.19,76.77,80.0,,,2023,MG
3147402,2,2,-5150620262005940057,Minas Gerais,Sudeste,Estadual,47,19,19,40.43,40.43,736.11,736.47,2026-08-20 01:27:09,32.7,,,,,,,,,,,2023,MG
3152402,2,2,6696653307641168873,Minas Gerais,Sudeste,Estadual,54,24,24,44.44,44.44,732.16,732.57,2026-08-20 01:27:09,44.9,,,,,,,,,,,2023,MG
3152907,2,2,1715349164902954635,Minas Gerais,Sudeste,Estadual,14,10,10,71.43,71.43,774.31,763.94,2026-08-20 01:27:09,71.43,,,,,,,,,,,2023,MG
3155009,3,2,8307615441501773727,Minas Gerais,Sudeste,Municipal,33,29,29,87.88,87.88,783.5,785.41,2026-08-20 01:27:09,87.87,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3155801,3,2,1401057898606822791,Minas Gerais,Sudeste,Municipal,154,101,101,65.58,65.58,757.78,763.28,2026-08-20 01:27:09,65.31,87.01,67.71,70.01,72.23,74.33,76.33,78.22,80.0,,,2023,MG
3157708,3,2,-4387833867243876781,Minas Gerais,Sudeste,Municipal,222,139,139,62.61,62.61,748.72,756.27,2026-08-20 01:27:09,62.9,97.8,65.71,68.42,71.01,73.47,75.79,77.97,80.0,,,2023,MG
3163102,3,2,5031415825705390129,Minas Gerais,Sudeste,Municipal,50,28,28,56.0,56.0,745.47,748.79,2026-08-20 01:27:09,55.14,87.72,59.26,63.26,67.08,70.69,74.06,77.17,80.0,,,2023,MG
3165537,3,2,4933436821724373732,Minas Gerais,Sudeste,Municipal,483,393,393,81.37,81.37,781.67,785.5,2026-08-20 01:27:09,80.06,89.94,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,2023,MG
3165560,3,2,5179743785083173708,Minas Gerais,Sudeste,Municipal,17,13,13,76.47,76.47,773.6,778.11,2026-08-20 01:27:09,76.47,100.0,77.0,77.52,78.03,78.54,79.03,79.52,80.0,,,2023,MG
3171105,3,2,-2921078700759698179,Minas Gerais,Sudeste,Municipal,26,25,25,96.15,96.15,803.41,803.27,2026-08-20 01:27:09,97.76,0.0,0.0,77.6,78.1,78.59,79.07,79.54,80.0,,,2023,MG
3171402,3,2,-473807139663950889,Minas Gerais,Sudeste,Municipal,35,19,19,54.29,54.29,751.5,746.31,2026-08-20 01:27:09,50.44,89.74,55.31,60.08,64.66,68.99,73.01,76.69,80.0,,,2023,MG
4301909,2,2,1319960187906646991,Rio Grande do Sul,Sul,Estadual,20,2,2,10.0,10.0,700.74,690.58,2026-08-20 01:27:09,8.8,,,,,,,,,,,2024,RS
4302204,3,2,-7492859358662349509,Rio Grande do Sul,Sul,Municipal,57,42,42,73.68,73.68,768.89,770.94,2026-08-20 01:27:09,74.0,91.94,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-6.0,2024,RS
4304713,3,2,2533479699234076761,Rio Grande do Sul,Sul,Municipal,48,30,30,62.5,62.5,752.91,752.23,2026-08-20 01:27:09,62.4,96.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-17.6,2024,RS
4306551,3,2,71971487235775320,Rio Grande do Sul,Sul,Municipal,14,8,8,57.14,57.14,746.09,743.99,2026-08-20 01:27:09,57.1,77.78,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-22.9,2024,RS
4306700,3,2,-5250273151880037766,Rio Grande do Sul,Sul,Municipal,15,4,4,26.67,26.67,718.83,707.71,2026-08-20 01:27:09,26.7,93.75,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-53.3,2024,RS
4306908,2,2,8235206715483507406,Rio Grande do Sul,Sul,Estadual,140,85,85,60.71,60.71,753.05,757.64,2026-08-20 01:27:09,60.4,,,,,,,,,,,2024,RS
4307708,2,2,6378986962075723966,Rio Grande do Sul,Sul,Estadual,22,8,8,36.36,36.36,715.46,700.82,2026-08-20 01:27:09,34.7,,,,,,,,,,,2024,RS
4307864,3,2,1397040876809609365,Rio Grande do Sul,Sul,Municipal,26,18,18,69.23,69.23,768.38,768.94,2026-08-20 01:27:09,69.2,83.87,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-10.8,2024,RS
4308003,2,2,741929152532633296,Rio Grande do Sul,Sul,Estadual,23,21,21,91.3,91.3,780.95,779.45,2026-08-20 01:27:09,91.3,,,,,,,,,,,2024,RS
4308102,3,2,-1621867819951685158,Rio Grande do Sul,Sul,Municipal,71,36,36,50.7,50.7,740.81,745.74,2026-08-20 01:27:09,51.1,92.21,73.9,75.0,76.06,77.09,78.09,79.06,80.0,73.9,-22.8,2024,RS
4308458,3,2,-7852539067988335564,Rio Grande do Sul,Sul,Municipal,11,8,8,72.73,72.73,755.92,760.89,2026-08-20 01:27:09,72.7,91.67,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-7.3,2024,RS
4309654,3,2,6496824698481691877,Rio Grande do Sul,Sul,Municipal,47,20,20,42.55,42.55,739.72,734.71,2026-08-20 01:27:09,42.8,81.03,71.75,73.26,74.72,76.12,77.47,78.76,80.0,71.75,-28.95,2024,RS
4311502,3,2,1899704141472222720,Rio Grande do Sul,Sul,Municipal,40,18,18,45.0,45.0,738.05,737.08,2026-08-20 01:27:09,45.7,78.43,61.56,65.1,68.48,71.68,74.67,77.45,80.0,61.56,-15.86,2024,RS
4311601,2,2,7706696610234667890,Rio Grande do Sul,Sul,Estadual,15,7,7,46.67,46.67,748.75,737.06,2026-08-20 01:27:09,46.7,,,,,,,,,,,2024,RS
4311601,3,2,5531341536851680385,Rio Grande do Sul,Sul,Municipal,19,14,14,73.68,73.68,766.5,772.73,2026-08-20 01:27:09,73.9,95.0,74.33,75.34,76.33,77.29,78.22,79.12,80.0,74.33,-0.43,2024,RS
4311627,3,2,-3480482432666316014,Rio Grande do Sul,Sul,Municipal,61,22,22,36.07,36.07,735.93,735.35,2026-08-20 01:27:09,36.1,100.0,69.56,71.5,73.36,75.15,76.85,78.47,80.0,69.56,-33.46,2024,RS
4313409,3,2,62539958576448641,Rio Grande do Sul,Sul,Municipal,1962,716,716,36.49,36.49,725.73,726.2,2026-08-20 01:27:09,36.0,83.6,65.27,68.07,70.74,73.28,75.67,77.91,80.0,65.27,-29.27,2024,RS
4313490,3,2,1051269284396771179,Rio Grande do Sul,Sul,Municipal,24,9,9,37.5,37.5,731.17,729.61,2026-08-20 01:27:09,37.0,88.89,65.03,67.87,70.59,73.17,75.6,77.88,80.0,65.03,-28.03,2024,RS
4313656,3,2,-8481024098071681423,Rio Grande do Sul,Sul,Municipal,92,40,40,43.48,43.48,738.78,736.13,2026-08-20 01:27:09,45.2,72.44,57.88,62.15,66.24,70.1,73.69,77.0,80.0,57.88,-12.68,2024,RS
4315057,3,2,5307617210318346893,Rio Grande do Sul,Sul,Municipal,22,21,21,95.45,95.45,788.78,790.91,2026-08-20 01:27:09,95.2,88.0,47.22,53.45,59.58,65.42,70.83,75.71,80.0,47.22,47.98,2024,RS
4316204,3,2,-925474543804722615,Rio Grande do Sul,Sul,Municipal,32,24,24,75.0,75.0,767.62,769.54,2026-08-20 01:27:09,75.3,94.12,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-4.7,2024,RS
4316303,2,2,1982028472941065151,Rio Grande do Sul,Sul,Estadual,10,6,6,60.0,60.0,751.79,765.38,2026-08-20 01:27:09,60.0,,,,,,,,,,,2024,RS
4316477,3,2,-975560437137233196,Rio Grande do Sul,Sul,Municipal,18,8,8,44.44,44.44,745.76,740.74,2026-08-20 01:27:09,44.4,90.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-35.6,2024,RS
4316758,2,2,-5363061434568635334,Rio Grande do Sul,Sul,Estadual,18,4,4,22.22,22.22,714.64,720.67,2026-08-20 01:27:09,22.2,,,,,,,,,,,2024,RS
4317509,2,2,-7073890668615810431,Rio Grande do Sul,Sul,Estadual,311,138,138,44.37,44.37,737.07,737.65,2026-08-20 01:27:09,44.1,,,,,,,,,,,2024,RS
4317806,3,2,-784910707646460936,Rio Grande do Sul,Sul,Municipal,81,56,56,69.14,69.14,755.43,763.05,2026-08-20 01:27:09,69.9,96.43,78.05,78.38,78.71,79.04,79.36,79.68,80.0,78.05,-8.15,2024,RS
4319406,3,2,8878010218312244533,Rio Grande do Sul,Sul,Municipal,76,47,47,61.84,61.84,750.42,754.25,2026-08-20 01:27:09,61.6,86.36,77.57,77.99,78.4,78.81,79.21,79.61,80.0,77.57,-15.97,2024,RS
4322509,3,2,-4610971424121439349,Rio Grande do Sul,Sul,Municipal,461,178,178,38.61,38.61,731.45,733.08,2026-08-20 01:27:09,38.1,85.69,68.24,70.45,72.55,74.57,76.48,78.29,80.0,68.24,-30.14,2024,RS
4322525,3,2,-7504518190632532206,Rio Grande do Sul,Sul,Municipal,30,14,14,46.67,46.67,743.45,742.51,2026-08-20 01:27:09,47.1,83.33,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-32.9,2024,RS
4322541,2,2,6404618654647030924,Rio Grande do Sul,Sul,Estadual,24,12,12,50.0,50.0,726.43,741.8,2026-08-20 01:27:09,50.0,,,,,,,,,,,2024,RS
4323002,3,2,3244835714058099877,Rio Grande do Sul,Sul,Municipal,2091,829,829,39.65,39.65,727.48,730.01,2026-08-20 01:27:09,38.9,83.34,62.36,65.74,68.97,72.02,74.89,77.55,80.0,62.36,-23.46,2024,RS
4323408,2,2,7471490649809388481,Rio Grande do Sul,Sul,Estadual,18,9,9,50.0,50.0,748.75,735.52,2026-08-20 01:27:09,50.0,,,,,,,,,,,2024,RS
3102100,3,2,-1733940037913464993,Minas Gerais,Sudeste,Municipal,64,53,53,82.81,82.81,772.11,774.83,2026-08-20 01:27:09,85.26,,,,,,,,,,,2024,MG
3102308,3,2,4424780674089724167,Minas Gerais,Sudeste,Municipal,57,42,42,73.68,73.68,760.99,776.2,2026-08-20 01:27:09,72.33,86.36,54.12,59.11,63.93,68.48,72.7,76.54,80.0,54.12,18.21,2024,MG
3105202,3,2,2266643360067877219,Minas Gerais,Sudeste,Municipal,40,31,31,77.5,77.5,770.18,763.92,2026-08-20 01:27:09,77.5,100.0,65.57,68.31,70.92,73.41,75.75,77.95,80.0,65.57,11.93,2024,MG
3108255,3,2,-5673678585742878877,Minas Gerais,Sudeste,Municipal,66,33,33,50.0,50.0,734.28,742.96,2026-08-20 01:27:09,49.15,86.84,66.87,69.35,71.71,73.97,76.1,78.11,80.0,66.87,-17.72,2024,MG
3109907,3,2,4982464034769826487,Minas Gerais,Sudeste,Municipal,99,72,72,72.73,72.73,758.9,761.95,2026-08-20 01:27:09,72.48,94.29,59.24,63.24,67.07,70.68,74.05,77.16,80.0,59.24,13.24,2024,MG
3111507,3,2,2600266402003335715,Minas Gerais,Sudeste,Municipal,155,104,104,67.1,67.1,751.14,760.97,2026-08-20 01:27:09,65.27,85.16,61.87,65.35,68.67,71.81,74.76,77.49,80.0,61.87,3.4,2024,MG
3111903,3,2,2676024903758515105,Minas Gerais,Sudeste,Municipal,46,43,43,93.48,93.48,779.87,773.51,2026-08-20 01:27:09,93.33,93.88,55.6,60.31,64.84,69.12,73.09,76.72,80.0,55.6,37.73,2024,MG
3112208,3,2,72420513945398074,Minas Gerais,Sudeste,Municipal,31,24,24,77.42,77.42,767.56,781.68,2026-08-20 01:27:09,77.37,91.18,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-2.63,2024,MG
3112901,3,2,-8244688634404853420,Minas Gerais,Sudeste,Municipal,78,65,65,83.33,83.33,759.98,762.21,2026-08-20 01:27:09,83.3,93.98,62.8,66.1,69.24,72.21,75.0,77.6,80.0,62.8,20.5,2024,MG
3114105,2,2,-3790627448778107480,Minas Gerais,Sudeste,Estadual,26,25,25,96.15,96.15,796.85,790.12,2026-08-20 01:27:09,96.15,,,,,,,,,,,2024,MG
3116308,2,2,8836225176090334027,Minas Gerais,Sudeste,Estadual,35,27,27,77.14,77.14,763.19,767.32,2026-08-20 01:27:09,76.35,,,,,,,,,,,2024,MG
3117306,3,2,1613881290134600383,Minas Gerais,Sudeste,Municipal,311,183,183,58.84,58.84,745.68,751.74,2026-08-20 01:27:09,58.64,87.85,59.46,63.42,67.21,70.78,74.11,77.19,80.0,59.46,-0.82,2024,MG
3131109,3,2,-3829436663112916461,Minas Gerais,Sudeste,Municipal,76,59,59,77.63,77.63,757.51,762.8,2026-08-20 01:27:09,77.8,92.68,46.85,53.14,59.34,65.25,70.73,75.66,80.0,46.85,30.95,2024,MG
3131901,2,2,-8338800121796772285,Minas Gerais,Sudeste,Estadual,69,55,55,79.71,79.71,764.75,762.01,2026-08-20 01:27:09,79.92,,,,,,,,,,,2024,MG
3136306,2,2,-7267841675159957060,Minas Gerais,Sudeste,Estadual,404,306,306,75.74,75.74,762.93,770.42,2026-08-20 01:27:09,75.61,,,,,,,,,,,2024,MG
3137304,3,2,-5068980016040076726,Minas Gerais,Sudeste,Municipal,30,21,21,70.0,70.0,755.21,755.84,2026-08-20 01:27:09,69.48,90.91,47.19,53.43,59.56,65.41,70.82,75.7,80.0,47.19,22.29,2024,MG
3138500,3,2,280262024656462990,Minas Gerais,Sudeste,Municipal,38,27,27,71.05,71.05,770.43,774.68,2026-08-20 01:27:09,71.21,92.68,60.12,63.95,67.61,71.06,74.29,77.27,80.0,60.12,11.09,2024,MG
3139003,3,2,-7336543487137579845,Minas Gerais,Sudeste,Municipal,245,213,213,86.94,86.94,765.84,765.96,2026-08-20 01:27:09,87.02,95.33,63.26,66.46,69.52,72.41,75.13,77.66,80.0,63.26,23.76,2024,MG
3139409,2,2,5754450780233663403,Minas Gerais,Sudeste,Estadual,473,383,383,80.97,80.97,769.72,774.14,2026-08-20 01:27:09,80.42,,,,,,,,,,,2024,MG
3146008,3,2,-4971592068163788729,Minas Gerais,Sudeste,Municipal,220,187,187,85.0,85.0,774.0,778.13,2026-08-20 01:27:09,84.81,90.16,66.49,69.04,71.48,73.8,76.0,78.06,80.0,66.49,18.32,2024,MG
3146107,3,2,5305792384412941340,Minas Gerais,Sudeste,Municipal,374,268,268,71.66,71.66,757.92,765.17,2026-08-20 01:27:09,71.36,86.18,59.55,63.49,67.26,70.82,74.14,77.2,80.0,59.55,11.81,2024,MG
3151206,3,2,-8595164260370741433,Minas Gerais,Sudeste,Municipal,516,367,367,71.12,71.12,755.04,758.62,2026-08-20 01:27:09,69.81,88.05,54.52,59.44,64.17,68.65,72.8,76.59,80.0,54.52,15.29,2024,MG
3151909,2,2,7725123741949763777,Minas Gerais,Sudeste,Estadual,64,55,55,85.94,85.94,776.85,776.76,2026-08-20 01:27:09,85.77,,,,,,,,,,,2024,MG
3155108,3,2,2409037347594860514,Minas Gerais,Sudeste,Municipal,55,42,42,76.36,76.36,763.02,765.03,2026-08-20 01:27:09,76.19,96.49,57.42,61.78,65.96,69.9,73.57,76.94,80.0,57.42,18.77,2024,MG
3157401,3,2,4373694383414463332,Minas Gerais,Sudeste,Municipal,19,15,15,78.95,78.95,751.53,755.57,2026-08-20 01:27:09,78.33,86.36,58.77,62.87,66.78,70.48,73.93,77.11,80.0,58.77,19.56,2024,MG
3159605,3,2,-1010592338286541495,Minas Gerais,Sudeste,Municipal,278,202,202,72.66,72.66,756.75,764.12,2026-08-20 01:27:09,72.16,86.88,54.67,59.56,64.27,68.72,72.84,76.61,80.0,54.67,17.49,2024,MG
3161205,3,2,-6640218433436360275,Minas Gerais,Sudeste,Municipal,64,58,58,90.63,90.63,777.1,774.88,2026-08-20 01:27:09,90.73,88.89,78.86,79.06,79.25,79.44,79.63,79.81,80.0,78.86,11.87,2024,MG
3167004,3,2,-8242824954145343593,Minas Gerais,Sudeste,Municipal,26,21,21,80.77,80.77,775.36,780.27,2026-08-20 01:27:09,82.14,92.86,44.9,51.51,58.07,64.35,70.18,75.42,80.0,44.9,37.24,2024,MG
3168002,2,2,-2704684364489178478,Minas Gerais,Sudeste,Estadual,22,16,16,72.73,72.73,760.57,767.5,2026-08-20 01:27:09,72.73,,,,,,,,,,,2024,MG
3168507,2,2,342092328396825301,Minas Gerais,Sudeste,Estadual,16,8,8,50.0,50.0,733.59,737.15,2026-08-20 01:27:09,50.0,,,,,,,,,,,2024,MG
3171501,3,2,-5844011296092462688,Minas Gerais,Sudeste,Municipal,43,29,29,67.44,67.44,751.54,758.11,2026-08-20 01:27:09,67.61,87.76,56.26,60.84,65.24,69.4,73.26,76.8,80.0,56.26,11.35,2024,MG
3100203,2,2,-6883786334797415440,Minas Gerais,Sudeste,Estadual,67,59,59,88.06,88.06,791.16,796.1,2026-08-20 01:27:09,88.08,,,,,,,,,,,2024,MG
3104452,2,2,6308315010277070097,Minas Gerais,Sudeste,Estadual,21,19,19,90.48,90.48,782.41,785.35,2026-08-20 01:27:09,90.48,,,,,,,,,,,2024,MG
3104809,3,2,-9057884869818022930,Minas Gerais,Sudeste,Municipal,49,24,24,48.98,48.98,738.66,742.94,2026-08-20 01:27:09,48.8,98.0,53.39,58.52,63.48,68.16,72.5,76.46,80.0,53.39,-4.59,2024,MG
3106101,3,2,8008976332691243414,Minas Gerais,Sudeste,Municipal,29,17,17,58.62,58.62,749.36,759.8,2026-08-20 01:27:09,57.69,96.67,0.0,61.99,66.12,70.01,73.64,76.97,80.0,0.0,57.69,2024,MG
3106309,3,2,-7449101809348886975,Minas Gerais,Sudeste,Municipal,250,165,165,66.0,66.0,751.29,759.15,2026-08-20 01:27:09,65.94,90.25,60.9,64.57,68.08,71.4,74.5,77.37,80.0,60.9,5.04,2024,MG
3107208,3,2,260451658114465564,Minas Gerais,Sudeste,Municipal,53,39,39,73.58,73.58,755.07,765.23,2026-08-20 01:27:09,73.33,96.36,54.93,59.77,64.43,68.83,72.91,76.64,80.0,54.93,18.4,2024,MG
3108206,3,2,4846137140150345893,Minas Gerais,Sudeste,Municipal,39,28,28,71.79,71.79,766.54,769.01,2026-08-20 01:27:09,71.88,90.7,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-8.12,2024,MG
3108305,3,2,-4989107147473284889,Minas Gerais,Sudeste,Municipal,136,110,110,80.88,80.88,765.65,770.6,2026-08-20 01:27:09,81.21,94.44,67.91,70.17,72.35,74.42,76.39,78.25,80.0,67.91,13.3,2024,MG
3108701,3,2,2742355927754942442,Minas Gerais,Sudeste,Municipal,37,30,30,81.08,81.08,768.88,775.51,2026-08-20 01:27:09,81.16,97.37,58.04,62.28,66.34,70.17,73.74,77.02,80.0,58.04,23.12,2024,MG
3109105,3,2,5167917539865571691,Minas Gerais,Sudeste,Municipal,93,77,77,82.8,82.8,767.69,772.37,2026-08-20 01:27:09,82.56,92.08,65.8,68.49,71.06,73.51,75.81,77.98,80.0,65.8,16.76,2024,MG
3111705,2,2,-9142400855533132365,Minas Gerais,Sudeste,Estadual,32,27,27,84.38,84.38,768.71,768.81,2026-08-20 01:27:09,84.65,,,,,,,,,,,2024,MG
3116001,2,2,4359872891786630022,Minas Gerais,Sudeste,Estadual,32,20,20,62.5,62.5,743.72,762.65,2026-08-20 01:27:09,62.53,,,,,,,,,,,2024,MG
3119500,3,2,5735913884366997500,Minas Gerais,Sudeste,Municipal,63,43,43,68.25,68.25,753.26,763.75,2026-08-20 01:27:09,67.56,96.92,68.05,70.29,72.43,74.48,76.43,78.27,80.0,68.05,-0.49,2024,MG
3122405,3,2,-2670441300804773621,Minas Gerais,Sudeste,Municipal,76,51,51,67.11,67.11,750.96,763.45,2026-08-20 01:27:09,67.64,92.68,66.86,69.33,71.7,73.96,76.1,78.11,80.0,66.86,0.78,2024,MG
3124906,3,2,-2553324851558316097,Minas Gerais,Sudeste,Municipal,71,51,51,71.83,71.83,755.05,765.48,2026-08-20 01:27:09,68.59,74.74,60.4,64.17,67.78,71.18,74.36,77.3,80.0,60.4,8.19,2024,MG
3125408,3,2,-9217528770264075625,Minas Gerais,Sudeste,Municipal,73,58,58,79.45,79.45,764.74,770.69,2026-08-20 01:27:09,79.38,96.05,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-0.62,2024,MG
3127800,3,2,-2614794969858659287,Minas Gerais,Sudeste,Municipal,130,112,112,86.15,86.15,778.37,780.93,2026-08-20 01:27:09,86.04,93.53,72.9,74.18,75.43,76.64,77.8,78.92,80.0,72.9,13.14,2024,MG
3128501,3,2,8348809597359006359,Minas Gerais,Sudeste,Municipal,33,24,24,72.73,72.73,756.77,764.64,2026-08-20 01:27:09,72.73,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,-7.27,2024,MG
3133709,3,2,9203200946914827871,Minas Gerais,Sudeste,Municipal,150,122,122,81.33,81.33,765.75,771.19,2026-08-20 01:27:09,80.42,84.27,73.57,74.73,75.85,76.94,78.0,79.02,80.0,73.57,6.85,2024,MG
3141009,3,2,2343981308192364355,Minas Gerais,Sudeste,Municipal,57,35,35,61.4,61.4,746.87,757.69,2026-08-20 01:27:09,61.37,95.0,70.78,72.48,74.11,75.68,77.19,78.63,80.0,70.78,-9.41,2024,MG
3143401,3,2,7195970776240364148,Minas Gerais,Sudeste,Municipal,189,142,142,75.13,75.13,763.72,768.02,2026-08-20 01:27:09,74.18,87.56,58.25,62.45,66.47,70.26,73.79,77.04,80.0,58.25,15.93,2024,MG
3147501,3,2,-1473175613198778680,Minas Gerais,Sudeste,Municipal,11,10,10,90.91,90.91,792.58,795.77,2026-08-20 01:27:09,90.91,91.67,0.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,90.91,2024,MG
3152204,3,2,-6889157442835563656,Minas Gerais,Sudeste,Municipal,84,59,59,70.24,70.24,754.17,760.65,2026-08-20 01:27:09,70.05,97.67,66.24,68.84,71.33,73.7,75.93,78.03,80.0,66.24,3.81,2024,MG
3156908,2,2,2484968169166587790,Minas Gerais,Sudeste,Estadual,25,20,20,80.0,80.0,759.47,761.92,2026-08-20 01:27:09,80.0,,,,,,,,,,,2024,MG
3157401,2,2,5237480493048631518,Minas Gerais,Sudeste,Estadual,10,7,7,70.0,70.0,742.25,746.8,2026-08-20 01:27:09,70.0,,,,,,,,,,,2024,MG
3162104,2,2,1108787856770582584,Minas Gerais,Sudeste,Estadual,33,24,24,72.73,72.73,765.08,773.62,2026-08-20 01:27:09,72.47,,,,,,,,,,,2024,MG
3163003,3,2,1405728595958179428,Minas Gerais,Sudeste,Municipal,26,14,14,53.85,53.85,749.53,744.61,2026-08-20 01:27:09,52.73,76.47,73.69,74.82,75.93,77.0,78.03,79.03,80.0,73.69,-20.96,2024,MG
