id_resultado_municipio,id_municipio,nome_uf,nome_regiao,nu_serie,nu_rede,ds_rede,pc_taxa_alfabetizacao,vl_media_portugues,pc_aluno_nivel_0,pc_aluno_nivel_1,pc_aluno_nivel_2,pc_aluno_nivel_3,pc_aluno_nivel_4,pc_aluno_nivel_5,pc_aluno_nivel_6,pc_aluno_nivel_7,pc_aluno_nivel_8,pc_participacao_meta,pc_meta_2024,pc_meta_2025,pc_meta_2026,pc_meta_2027,pc_meta_2028,pc_meta_2029,pc_meta_2030,ts_insercao,nu_ano,sigla_uf
6017244195368679562,3118502,Minas Gerais,Sudeste,2,5,Pública,38.89,726.16,0.0,0.0,27.78,16.67,33.33,16.67,5.56,0.0,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-239225520992218045,3134004,Minas Gerais,Sudeste,2,2,Estadual,50.73,738.53,0.0,6.24,15.4,8.27,26.05,30.3,13.74,0.0,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
3784748094468677410,3165578,Minas Gerais,Sudeste,2,2,Estadual,55.11,737.03,3.09,0.0,19.33,15.01,14.59,29.43,16.08,1.23,1.23,,,,,,,,,2026-08-20 01:27:09,2024,MG
-9201668145912549747,3154150,Minas Gerais,Sudeste,2,5,Pública,85.67,765.78,0.0,0.0,2.15,6.65,9.82,43.3,34.75,2.26,1.09,,,,,,,,,2026-08-20 01:27:09,2024,MG
7598446527326073921,3124807,Minas Gerais,Sudeste,2,3,Municipal,69.36,750.38,2.45,4.73,4.91,11.55,9.27,45.18,19.45,2.45,0.0,95.45,52.24,57.58,62.76,67.65,72.19,76.32,80.0,2026-08-20 01:27:09,2024,MG
5825771304129630918,3115201,Minas Gerais,Sudeste,2,3,Municipal,70.43,752.17,3.66,0.0,3.66,3.66,29.78,40.65,11.29,3.66,3.66,87.1,70.55,72.3,73.98,75.59,77.13,78.6,80.0,2026-08-20 01:27:09,2024,MG
1326333475643894298,3166709,Minas Gerais,Sudeste,2,3,Municipal,65.83,746.88,1.0,9.5,9.75,7.19,12.94,30.56,24.33,3.72,1.0,84.0,56.46,61.01,65.37,69.49,73.32,76.83,80.0,2026-08-20 01:27:09,2024,MG
-5916134621944717901,3123403,Minas Gerais,Sudeste,2,3,Municipal,66.67,761.29,0.0,0.0,0.0,23.81,14.29,23.81,28.57,4.76,4.76,100.0,44.9,51.51,58.07,64.35,70.18,75.42,80.0,2026-08-20 01:27:09,2024,MG
1667618369251029949,3128253,Minas Gerais,Sudeste,2,5,Pública,80.7,760.79,0.0,0.0,5.67,7.94,13.21,44.7,21.05,5.59,1.83,,,,,,,,,2026-08-20 01:27:09,2024,MG
-8199052434036575263,3148608,Minas Gerais,Sudeste,2,2,Estadual,80.78,765.37,0.0,1.26,3.89,7.77,11.34,30.23,37.86,6.35,1.31,,,,,,,,,2026-08-20 01:27:09,2024,MG
-5189032978317682621,3169901,Minas Gerais,Sudeste,2,2,Estadual,75.69,757.56,0.0,8.96,1.49,6.08,14.18,33.16,28.04,6.5,1.6,,,,,,,,,2026-08-20 01:27:09,2024,MG
-7834148531277503217,3163300,Minas Gerais,Sudeste,2,3,Municipal,54.62,750.88,0.0,0.0,8.46,20.0,21.54,28.46,9.23,7.69,4.62,92.31,50.96,56.54,61.96,67.09,71.85,76.16,80.0,2026-08-20 01:27:09,2024,MG
-5844045317759566157,3151206,Minas Gerais,Sudeste,2,3,Municipal,69.81,753.91,2.27,3.68,5.02,7.57,20.47,30.81,19.26,7.74,3.17,88.05,54.52,59.44,64.17,68.65,72.8,76.59,80.0,2026-08-20 01:27:09,2024,MG
7476930936207239586,3138203,Minas Gerais,Sudeste,2,3,Municipal,67.11,753.4,2.48,2.98,8.07,7.95,16.66,27.65,24.1,8.08,2.04,86.08,60.18,64.0,67.64,71.09,74.31,77.28,80.0,2026-08-20 01:27:09,2024,MG
7215792258183253639,3124401,Minas Gerais,Sudeste,2,3,Municipal,66.53,753.27,0.0,3.1,9.46,7.32,19.85,29.06,22.81,8.4,0.0,90.57,68.68,70.8,72.82,74.76,76.6,78.35,80.0,2026-08-20 01:27:09,2024,MG
-6889488230794102107,3157807,Minas Gerais,Sudeste,2,3,Municipal,72.16,758.67,1.31,2.24,4.53,7.47,18.98,32.92,20.94,8.61,3.0,86.6,56.2,60.8,65.21,69.38,73.25,76.8,80.0,2026-08-20 01:27:09,2024,MG
6472025157835301507,3117702,Minas Gerais,Sudeste,2,5,Pública,78.17,762.35,0.8,1.62,6.19,7.89,11.01,35.63,23.95,8.96,3.96,,,,,,,,,2026-08-20 01:27:09,2024,MG
2820116858710276161,3168408,Minas Gerais,Sudeste,2,3,Municipal,77.47,759.1,4.74,4.35,0.0,9.09,4.35,37.15,31.23,9.09,0.0,95.65,71.59,73.13,74.62,76.05,77.42,78.74,80.0,2026-08-20 01:27:09,2024,MG
5220748367514018921,3122108,Minas Gerais,Sudeste,2,2,Estadual,85.45,776.67,0.0,0.0,0.0,0.0,19.09,37.27,25.0,9.09,9.55,,,,,,,,,2026-08-20 01:27:09,2024,MG
1076245203377946548,3152204,Minas Gerais,Sudeste,2,5,Pública,71.77,759.81,2.08,2.4,6.39,7.71,13.87,29.97,23.42,9.12,5.03,,,,,,,,,2026-08-20 01:27:09,2024,MG
-198570172074344303,3105608,Minas Gerais,Sudeste,2,3,Municipal,81.97,766.97,1.0,2.42,3.07,4.85,10.71,32.2,33.22,9.14,3.38,90.09,62.71,66.02,69.18,72.17,74.98,77.59,80.0,2026-08-20 01:27:09,2024,MG
-9189835751457312950,3142403,Minas Gerais,Sudeste,2,3,Municipal,81.94,765.87,0.0,1.26,4.48,7.51,8.1,37.67,30.79,9.18,1.01,90.91,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2026-08-20 01:27:09,2024,MG
6908196232380125172,3157005,Minas Gerais,Sudeste,2,5,Pública,77.17,761.63,0.78,2.07,4.61,6.26,15.48,34.21,25.62,9.41,1.56,,,,,,,,,2026-08-20 01:27:09,2024,MG
8834266574082711473,3148756,Minas Gerais,Sudeste,2,5,Pública,79.15,763.15,1.62,4.8,6.41,3.23,9.54,26.89,34.97,9.43,3.12,,,,,,,,,2026-08-20 01:27:09,2024,MG
5013974936200142497,3125705,Minas Gerais,Sudeste,2,5,Pública,75.1,756.68,0.0,4.72,7.44,3.73,17.17,35.4,20.19,10.42,0.94,,,,,,,,,2026-08-20 01:27:09,2024,MG
-2782806535599403390,3170529,Minas Gerais,Sudeste,2,3,Municipal,67.15,759.42,0.0,3.19,5.25,10.61,19.0,26.27,19.88,10.5,5.3,97.94,60.76,64.46,68.0,71.34,74.46,77.35,80.0,2026-08-20 01:27:09,2024,MG
7077309103950868812,3100708,Minas Gerais,Sudeste,2,5,Pública,55.3,752.38,5.3,0.0,9.85,5.3,28.79,19.7,20.45,10.61,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
6613786877898697274,3153400,Minas Gerais,Sudeste,2,3,Municipal,78.27,767.92,3.22,1.29,5.12,3.66,11.07,29.71,27.04,10.76,8.12,90.48,77.76,78.15,78.53,78.9,79.27,79.64,80.0,2026-08-20 01:27:09,2024,MG
842052331393878779,3148608,Minas Gerais,Sudeste,2,3,Municipal,61.48,743.81,0.0,2.63,21.29,11.96,11.96,22.73,18.66,10.77,0.0,81.58,67.16,69.58,71.89,74.09,76.18,78.15,80.0,2026-08-20 01:27:09,2024,MG
-488821572868997260,3151800,Minas Gerais,Sudeste,2,5,Pública,78.32,763.6,1.32,2.83,3.79,3.98,15.81,31.07,27.55,11.45,2.19,,,,,,,,,2026-08-20 01:27:09,2024,MG
-4561343156825972104,3127909,Minas Gerais,Sudeste,2,5,Pública,94.12,779.9,0.0,0.0,0.0,0.0,5.88,41.18,41.18,11.76,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
4881531701701540900,3146909,Minas Gerais,Sudeste,2,5,Pública,89.24,769.2,0.0,0.7,0.0,7.0,14.48,40.95,21.87,11.96,3.03,,,,,,,,,2026-08-20 01:27:09,2024,MG
-2093032194800341379,3119302,Minas Gerais,Sudeste,2,2,Estadual,86.33,771.83,1.17,1.25,4.38,3.27,6.84,27.4,40.4,12.32,2.96,,,,,,,,,2026-08-20 01:27:09,2024,MG
-2865858516469644394,3123106,Minas Gerais,Sudeste,2,3,Municipal,72.49,760.83,0.0,0.0,11.67,7.61,10.27,31.17,25.09,12.5,1.69,86.44,48.52,54.53,60.41,66.0,71.19,75.87,80.0,2026-08-20 01:27:09,2024,MG
-789602978507533742,3129707,Minas Gerais,Sudeste,2,3,Municipal,73.86,761.39,3.35,1.66,7.07,6.19,13.09,23.71,28.95,13.0,2.99,89.76,39.73,47.1,54.59,61.89,68.68,74.76,80.0,2026-08-20 01:27:09,2024,MG
-6263055216611563321,3142205,Minas Gerais,Sudeste,2,5,Pública,78.13,760.78,3.13,5.62,2.16,4.45,13.02,30.98,24.4,13.13,3.09,,,,,,,,,2026-08-20 01:27:09,2024,MG
-7025746062992183999,3171154,Minas Gerais,Sudeste,2,5,Pública,81.82,771.53,0.0,0.0,6.82,0.0,18.18,20.45,38.64,13.64,2.27,,,,,,,,,2026-08-20 01:27:09,2024,MG
7550101530331735638,3112653,Minas Gerais,Sudeste,2,3,Municipal,77.02,759.51,2.23,2.4,9.09,7.03,4.63,37.35,23.39,13.88,0.0,89.58,46.67,52.99,59.22,65.17,70.68,75.64,80.0,2026-08-20 01:27:09,2024,MG
1256997485254071568,3104304,Minas Gerais,Sudeste,2,5,Pública,88.09,776.23,1.36,0.6,4.09,1.43,7.58,28.17,36.01,13.89,6.88,,,,,,,,,2026-08-20 01:27:09,2024,MG
3713661237056245976,3161205,Minas Gerais,Sudeste,2,5,Pública,90.73,777.25,0.0,0.0,1.52,1.54,12.53,34.22,31.31,14.0,4.89,,,,,,,,,2026-08-20 01:27:09,2024,MG
-3401097885076860072,3171709,Minas Gerais,Sudeste,2,5,Pública,74.66,761.58,0.0,1.23,7.08,6.81,15.12,31.61,23.71,14.44,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-1151993358226577508,3101409,Minas Gerais,Sudeste,2,3,Municipal,92.62,779.15,0.0,0.0,2.5,2.5,7.26,24.17,46.31,14.76,2.5,89.13,71.23,72.84,74.4,75.89,77.32,78.69,80.0,2026-08-20 01:27:09,2024,MG
-3600601444535578112,3117900,Minas Gerais,Sudeste,2,3,Municipal,83.44,769.53,0.0,0.95,1.77,6.91,9.48,40.5,23.4,15.2,1.8,91.41,74.47,75.46,76.42,77.36,78.26,79.15,80.0,2026-08-20 01:27:09,2024,MG
-2582522281999855932,3143104,Minas Gerais,Sudeste,2,3,Municipal,84.51,770.6,0.0,0.89,4.88,5.82,7.02,36.62,24.99,15.48,4.3,86.96,66.33,68.91,71.38,73.73,75.95,78.04,80.0,2026-08-20 01:27:09,2024,MG
-7413134848826506756,3169406,Minas Gerais,Sudeste,2,2,Estadual,81.7,771.79,0.0,0.0,1.5,7.72,15.18,25.19,30.89,16.82,2.71,,,,,,,,,2026-08-20 01:27:09,2024,MG
-6698598553056964738,3168002,Minas Gerais,Sudeste,2,3,Municipal,86.34,776.4,0.0,0.86,1.96,3.4,12.35,28.92,28.41,16.83,7.25,96.24,70.99,72.65,74.25,75.78,77.25,78.66,80.0,2026-08-20 01:27:09,2024,MG
-6953762752587167586,3120508,Minas Gerais,Sudeste,2,3,Municipal,81.73,769.23,0.0,3.44,3.05,4.71,9.52,32.57,25.7,17.83,3.18,97.71,59.84,63.72,67.44,70.94,74.21,77.24,80.0,2026-08-20 01:27:09,2024,MG
-8958427004415040343,3147105,Minas Gerais,Sudeste,2,2,Estadual,84.48,773.57,1.0,1.78,1.78,5.48,8.5,30.48,27.59,18.32,5.05,,,,,,,,,2026-08-20 01:27:09,2024,MG
-8496541325827979680,3112208,Minas Gerais,Sudeste,2,5,Pública,77.37,767.48,3.25,3.25,9.69,3.19,3.25,22.63,25.68,29.06,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-3384492478348126688,3114303,Minas Gerais,Sudeste,2,2,Estadual,90.0,772.76,0.0,0.0,0.0,10.0,0.0,30.0,60.0,0.0,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
329899462725764963,3158102,Minas Gerais,Sudeste,2,5,Pública,52.89,733.8,6.42,3.21,10.88,13.88,19.43,36.51,8.22,0.0,1.45,,,,,,,,,2026-08-20 01:27:09,2024,MG
-608788181075329134,3126307,Minas Gerais,Sudeste,2,3,Municipal,62.75,753.4,0.0,2.94,0.0,17.32,22.55,25.82,25.82,2.78,2.78,72.92,0.0,66.05,69.2,72.19,74.99,77.59,80.0,2026-08-20 01:27:09,2024,MG
49417759556412225,3153608,Minas Gerais,Sudeste,2,2,Estadual,70.09,757.08,0.0,5.37,7.94,10.99,10.99,16.12,40.42,2.81,5.37,,,,,,,,,2026-08-20 01:27:09,2024,MG
-2999056481957541036,3109451,Minas Gerais,Sudeste,2,3,Municipal,54.59,736.1,4.63,6.05,11.34,13.56,14.76,34.44,11.14,3.11,0.97,89.91,46.7,53.02,59.24,65.18,70.69,75.64,80.0,2026-08-20 01:27:09,2024,MG
-2649075320879188117,3150570,Minas Gerais,Sudeste,2,5,Pública,64.82,744.63,6.07,5.23,1.97,7.45,20.12,40.48,14.71,3.97,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-1075782136706323221,3110806,Minas Gerais,Sudeste,2,5,Pública,47.62,733.89,0.0,7.62,22.38,15.24,7.14,20.24,23.33,4.05,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-5278857080668668137,3147105,Minas Gerais,Sudeste,2,3,Municipal,69.52,753.81,0.68,2.37,5.6,8.21,23.31,32.96,21.23,4.78,0.84,88.01,57.9,62.16,66.25,70.11,73.7,77.0,80.0,2026-08-20 01:27:09,2024,MG
1934863894742178057,3134400,Minas Gerais,Sudeste,2,5,Pública,69.61,753.99,0.65,3.45,5.81,9.04,19.08,34.37,20.15,4.85,2.61,,,,,,,,,2026-08-20 01:27:09,2024,MG
5141458288345028404,3123528,Minas Gerais,Sudeste,2,3,Municipal,71.43,756.22,0.0,2.03,8.13,8.31,12.14,35.72,27.76,5.92,0.0,90.91,78.46,78.73,78.99,79.24,79.5,79.75,80.0,2026-08-20 01:27:09,2024,MG
6734845293488591192,3123858,Minas Gerais,Sudeste,2,5,Pública,77.45,763.38,3.32,3.18,4.84,3.25,14.32,27.29,29.22,6.42,8.15,,,,,,,,,2026-08-20 01:27:09,2024,MG
6514481577677348358,3119401,Minas Gerais,Sudeste,2,5,Pública,64.1,750.04,1.18,4.21,10.36,9.53,15.18,32.57,17.96,6.71,2.31,,,,,,,,,2026-08-20 01:27:09,2024,MG
-1119022047803752172,3115359,Minas Gerais,Sudeste,2,5,Pública,71.35,757.49,1.64,0.0,3.37,8.46,18.56,40.67,20.48,6.83,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
4438738656519244618,3122355,Minas Gerais,Sudeste,2,3,Municipal,62.69,750.74,1.96,1.96,11.4,8.31,17.91,28.9,21.72,6.86,0.98,97.06,55.72,60.41,64.92,69.17,73.12,76.74,80.0,2026-08-20 01:27:09,2024,MG
-1604556074860462865,3170701,Minas Gerais,Sudeste,2,5,Pública,71.53,757.55,1.85,3.52,5.09,7.64,15.59,33.59,21.41,7.56,3.74,,,,,,,,,2026-08-20 01:27:09,2024,MG
6887728394606102871,3122009,Minas Gerais,Sudeste,2,2,Estadual,73.55,765.45,2.39,0.0,5.81,13.48,9.55,30.39,23.55,7.68,7.16,,,,,,,,,2026-08-20 01:27:09,2024,MG
1328060293399191817,3169505,Minas Gerais,Sudeste,2,5,Pública,74.58,759.47,0.0,0.0,1.68,6.57,30.47,38.07,15.48,7.72,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
8099154692190013779,3149309,Minas Gerais,Sudeste,2,3,Municipal,69.22,756.06,2.68,2.23,7.12,9.72,14.02,28.23,24.94,7.94,3.13,88.21,62.5,65.85,69.05,72.08,74.92,77.56,80.0,2026-08-20 01:27:09,2024,MG
1920092933544513115,3141405,Minas Gerais,Sudeste,2,3,Municipal,65.7,752.27,3.79,2.14,5.49,9.78,18.63,29.57,20.27,8.25,2.09,95.29,71.82,73.31,74.76,76.15,77.49,78.77,80.0,2026-08-20 01:27:09,2024,MG
4582616751281396464,3117108,Minas Gerais,Sudeste,2,5,Pública,78.53,765.08,1.1,1.97,4.08,7.14,12.49,33.35,25.55,8.28,6.04,,,,,,,,,2026-08-20 01:27:09,2024,MG
175925504436546125,3151800,Minas Gerais,Sudeste,2,2,Estadual,68.93,754.9,3.42,2.51,3.95,8.46,18.51,29.7,23.43,8.34,1.69,,,,,,,,,2026-08-20 01:27:09,2024,MG
-8669021157818836375,3162500,Minas Gerais,Sudeste,2,3,Municipal,74.0,760.51,0.5,3.49,4.59,8.9,13.96,31.35,23.84,9.51,3.87,92.31,59.67,63.59,67.33,70.87,74.17,77.22,80.0,2026-08-20 01:27:09,2024,MG
-7339109614637533644,3154101,Minas Gerais,Sudeste,2,5,Pública,61.02,748.62,2.56,5.12,6.6,18.33,11.64,23.22,21.38,9.73,1.41,,,,,,,,,2026-08-20 01:27:09,2024,MG
-1617398564590011308,3148103,Minas Gerais,Sudeste,2,5,Pública,71.67,758.61,1.65,4.12,5.15,7.64,15.86,27.93,25.06,9.77,2.83,,,,,,,,,2026-08-20 01:27:09,2024,MG
3145916190248625107,3119807,Minas Gerais,Sudeste,2,3,Municipal,75.27,758.17,0.0,7.17,7.17,3.23,13.62,27.96,30.82,10.04,0.0,93.55,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2026-08-20 01:27:09,2024,MG
5335758414172484351,3139003,Minas Gerais,Sudeste,2,5,Pública,89.31,772.01,0.0,0.96,1.88,4.71,10.73,38.46,27.92,10.48,4.86,,,,,,,,,2026-08-20 01:27:09,2024,MG
-3730588906217821447,3123502,Minas Gerais,Sudeste,2,5,Pública,78.95,765.03,5.26,0.0,5.26,5.26,10.53,10.53,52.63,10.53,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-4378160457578239139,3108602,Minas Gerais,Sudeste,2,3,Municipal,76.32,765.91,0.0,0.0,2.62,5.29,15.77,44.71,21.08,10.53,0.0,90.48,75.81,76.55,77.27,77.98,78.67,79.34,80.0,2026-08-20 01:27:09,2024,MG
-6269013859953684835,3121605,Minas Gerais,Sudeste,2,5,Pública,72.02,760.42,2.13,4.14,4.34,6.0,16.77,25.32,26.4,10.88,4.03,,,,,,,,,2026-08-20 01:27:09,2024,MG
5025054816529893376,3131802,Minas Gerais,Sudeste,2,5,Pública,83.44,765.11,0.93,2.87,2.87,5.92,6.96,42.27,25.38,10.89,1.92,,,,,,,,,2026-08-20 01:27:09,2024,MG
-1056487059061766855,3126752,Minas Gerais,Sudeste,2,2,Estadual,100.0,771.41,0.0,0.0,0.0,0.0,22.22,44.44,22.22,11.11,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
8836225176090334027,3116308,Minas Gerais,Sudeste,2,2,Estadual,76.35,762.64,3.04,0.0,6.08,3.04,14.19,31.08,28.04,11.49,3.04,,,,,,,,,2026-08-20 01:27:09,2024,MG
806924411876269157,3114105,Minas Gerais,Sudeste,2,5,Pública,75.57,766.27,0.0,0.71,5.63,4.88,23.59,24.6,21.95,11.72,6.94,,,,,,,,,2026-08-20 01:27:09,2024,MG
-676806166606622558,3169703,Minas Gerais,Sudeste,2,2,Estadual,89.01,772.77,0.0,0.88,3.66,4.54,10.51,34.96,27.02,12.1,6.31,,,,,,,,,2026-08-20 01:27:09,2024,MG
-2135006035714737762,3169703,Minas Gerais,Sudeste,2,3,Municipal,73.78,766.83,0.0,2.5,1.24,5.05,23.66,29.61,19.15,12.61,6.18,94.05,58.26,62.45,66.47,70.26,73.79,77.04,80.0,2026-08-20 01:27:09,2024,MG
4078949415862643152,3109006,Minas Gerais,Sudeste,2,5,Pública,87.73,773.05,0.0,1.25,1.41,2.27,13.02,37.23,27.66,12.91,4.25,,,,,,,,,2026-08-20 01:27:09,2024,MG
-4664076039907484475,3156908,Minas Gerais,Sudeste,2,5,Pública,79.64,765.27,0.67,1.31,4.1,6.15,13.16,32.6,27.89,13.19,0.94,,,,,,,,,2026-08-20 01:27:09,2024,MG
-4392474123049578442,3163706,Minas Gerais,Sudeste,2,3,Municipal,85.37,770.39,0.82,1.33,2.76,2.7,13.71,30.65,30.82,13.61,3.61,91.07,66.73,69.23,71.63,73.91,76.06,78.1,80.0,2026-08-20 01:27:09,2024,MG
-3312689796896435391,3168408,Minas Gerais,Sudeste,2,5,Pública,76.05,766.09,1.07,4.21,2.08,8.39,10.33,31.3,22.45,13.77,6.4,,,,,,,,,2026-08-20 01:27:09,2024,MG
-7496681421488372655,3101904,Minas Gerais,Sudeste,2,3,Municipal,78.56,766.79,0.61,2.06,0.65,5.32,19.35,28.96,25.21,14.0,3.84,93.94,48.26,54.32,60.25,65.89,71.12,75.84,80.0,2026-08-20 01:27:09,2024,MG
-9073054010864261509,3157500,Minas Gerais,Sudeste,2,3,Municipal,75.81,761.08,0.0,7.75,6.13,1.97,18.06,18.98,28.7,14.35,4.05,92.59,49.21,55.1,60.85,66.31,71.37,75.95,80.0,2026-08-20 01:27:09,2024,MG
-8199948662921986223,3130903,Minas Gerais,Sudeste,2,3,Municipal,84.81,769.35,1.88,1.32,3.91,1.34,10.0,31.97,33.06,14.55,1.98,94.38,70.4,72.17,73.88,75.52,77.08,78.58,80.0,2026-08-20 01:27:09,2024,MG
-2922172247126401653,3164431,Minas Gerais,Sudeste,2,3,Municipal,93.1,780.69,0.0,0.0,3.45,3.45,6.9,26.96,37.62,14.73,6.9,89.66,57.79,62.08,66.18,70.06,73.67,76.99,80.0,2026-08-20 01:27:09,2024,MG
3309645565228931814,3140902,Minas Gerais,Sudeste,2,2,Estadual,88.17,779.17,0.0,0.62,2.4,2.96,10.01,30.15,28.1,15.82,9.94,,,,,,,,,2026-08-20 01:27:09,2024,MG
-1558074819367235619,3115409,Minas Gerais,Sudeste,2,5,Pública,80.0,759.54,8.0,0.0,4.0,4.0,12.0,24.0,32.0,16.0,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-1637731648317200894,3111150,Minas Gerais,Sudeste,2,3,Municipal,73.26,760.8,0.0,5.3,5.44,5.16,21.44,24.06,16.37,16.7,5.53,88.1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2026-08-20 01:27:09,2024,MG
-4363844576503024333,3100500,Minas Gerais,Sudeste,2,2,Estadual,77.27,780.28,0.0,4.55,4.55,0.0,13.64,27.27,9.09,18.18,22.73,,,,,,,,,2026-08-20 01:27:09,2024,MG
1766970723837670193,3146008,Minas Gerais,Sudeste,2,5,Pública,85.47,774.51,0.42,0.42,4.36,5.0,9.27,27.03,29.23,19.19,5.1,,,,,,,,,2026-08-20 01:27:09,2024,MG
4284686900203460580,3103009,Minas Gerais,Sudeste,2,2,Estadual,84.4,775.66,1.54,1.54,3.08,4.69,9.45,21.68,29.82,20.44,7.77,,,,,,,,,2026-08-20 01:27:09,2024,MG
-8086823448586041562,3109501,Minas Gerais,Sudeste,2,5,Pública,86.58,777.26,1.01,2.29,3.87,3.2,8.39,19.7,32.1,23.52,5.92,,,,,,,,,2026-08-20 01:27:09,2024,MG
3731411659073389453,3158706,Minas Gerais,Sudeste,2,3,Municipal,87.26,775.27,0.0,0.0,4.71,4.01,8.73,22.87,34.9,24.78,0.0,85.19,52.65,57.92,63.01,67.83,72.3,76.37,80.0,2026-08-20 01:27:09,2024,MG
3057951612339321294,3154101,Minas Gerais,Sudeste,2,2,Estadual,41.67,727.6,8.33,8.33,0.0,25.0,25.0,25.0,8.33,0.0,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-5174249355806287188,3146305,Minas Gerais,Sudeste,2,3,Municipal,48.96,732.48,3.92,4.57,12.13,20.04,16.92,30.17,12.26,0.0,0.0,93.86,54.04,59.05,63.88,68.44,72.68,76.54,80.0,2026-08-20 01:27:09,2024,MG
-5356601542924375784,3126208,Minas Gerais,Sudeste,2,2,Estadual,100.0,773.89,0.0,0.0,0.0,0.0,8.7,43.48,47.83,0.0,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-5425044194145492467,3127057,Minas Gerais,Sudeste,2,2,Estadual,80.0,754.67,0.0,0.0,0.0,0.0,40.0,53.33,6.67,0.0,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-2448709563344688020,3120151,Minas Gerais,Sudeste,2,5,Pública,48.66,740.48,1.68,3.36,8.12,11.38,36.16,25.36,9.28,1.5,3.16,,,,,,,,,2026-08-20 01:27:09,2024,MG
4400430712276258201,3139300,Minas Gerais,Sudeste,2,3,Municipal,41.04,724.2,8.21,10.14,14.76,15.35,12.38,24.7,9.95,4.51,0.0,84.62,31.24,39.5,48.4,57.41,65.95,73.57,80.0,2026-08-20 01:27:09,2024,MG
-6018909559985770207,3116506,Minas Gerais,Sudeste,2,3,Municipal,68.63,758.7,0.0,0.0,4.68,12.67,15.52,31.7,30.83,4.61,0.0,95.52,71.63,73.16,74.64,76.07,77.43,78.75,80.0,2026-08-20 01:27:09,2024,MG
-1961317996072059848,3150802,Minas Gerais,Sudeste,2,5,Pública,76.61,757.77,0.8,4.94,0.83,8.91,16.04,35.29,25.89,4.84,2.46,,,,,,,,,2026-08-20 01:27:09,2024,MG
2868563481147782675,3128808,Minas Gerais,Sudeste,2,5,Pública,58.58,749.33,0.0,4.04,8.87,12.36,25.01,22.99,18.16,6.12,2.44,,,,,,,,,2026-08-20 01:27:09,2024,MG
-6392394107651437843,3142205,Minas Gerais,Sudeste,2,2,Estadual,73.33,757.41,0.0,0.0,6.67,13.33,13.33,26.67,33.33,6.67,0.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
-162650768976618934,3101102,Minas Gerais,Sudeste,2,2,Estadual,66.66,754.34,1.64,2.48,7.58,7.44,20.06,31.6,18.98,6.76,3.46,,,,,,,,,2026-08-20 01:27:09,2024,MG
3188367920584864070,3123205,Minas Gerais,Sudeste,2,3,Municipal,85.44,764.55,0.0,1.69,2.51,4.31,15.36,43.74,23.81,6.88,1.69,94.35,68.1,70.33,72.46,74.5,76.44,78.27,80.0,2026-08-20 01:27:09,2024,MG
-8616845685004773656,3156700,Minas Gerais,Sudeste,2,3,Municipal,71.68,756.14,1.21,2.69,6.82,6.35,18.69,31.84,23.57,7.15,1.68,87.11,60.94,64.61,68.11,71.41,74.51,77.37,80.0,2026-08-20 01:27:09,2024,MG
-2319895369867918568,3110509,Minas Gerais,Sudeste,2,3,Municipal,58.56,745.22,1.74,3.99,12.47,12.75,16.22,25.76,19.04,7.34,0.69,81.18,58.85,62.93,66.83,70.51,73.95,77.12,80.0,2026-08-20 01:27:09,2024,MG
2121159887068440742,3113305,Minas Gerais,Sudeste,2,2,Estadual,67.38,752.15,2.15,4.69,2.95,8.46,20.29,38.74,13.16,7.35,2.22,,,,,,,,,2026-08-20 01:27:09,2024,MG
4042556848079034910,3161650,Minas Gerais,Sudeste,2,3,Municipal,76.32,770.05,0.0,0.0,2.5,10.29,13.68,28.97,26.47,7.79,10.29,95.0,72.56,73.91,75.22,76.48,77.7,78.87,80.0,2026-08-20 01:27:09,2024,MG
5797078801389300312,3138005,Minas Gerais,Sudeste,2,3,Municipal,82.11,768.4,0.0,0.0,1.91,5.94,11.95,39.75,30.57,7.91,1.97,86.21,46.49,52.84,59.11,65.09,70.63,75.62,80.0,2026-08-20 01:27:09,2024,MG
777568858899678948,3147600,Minas Gerais,Sudeste,2,2,Estadual,83.78,768.93,1.16,0.0,5.81,4.04,12.73,31.15,30.78,8.32,6.0,,,,,,,,,2026-08-20 01:27:09,2024,MG
