cd_referencia,nu_ano,nu_rede,ds_rede,pc_taxa_alfabetizacao,pc_taxa_alfabetizacao_ano_anterior,vl_variacao_yoy,fl_evolucao_positiva,id_evolucao,ts_insercao,ds_nivel_geografico
4300604,2024,5,Pública,36.2,47.65,-11.45,false,8289057625244454681,2026-08-20 01:27:09,MUNICIPIO
4301701,2023,3,Municipal,92.23,,,,-3926759484142092982,2026-08-20 01:27:09,MUNICIPIO
4301701,2024,3,Municipal,76.6,92.23,-15.63,false,-3534988218432650170,2026-08-20 01:27:09,MUNICIPIO
4302600,2023,3,Municipal,40.0,,,,4402525487661569278,2026-08-20 01:27:09,MUNICIPIO
4302600,2024,3,Municipal,20.0,40.0,-20.0,false,7634897085215148498,2026-08-20 01:27:09,MUNICIPIO
4302659,2023,3,Municipal,64.81,,,,5303321628439161627,2026-08-20 01:27:09,MUNICIPIO
4302659,2024,3,Municipal,57.5,64.81,-7.31,false,1458198362308621430,2026-08-20 01:27:09,MUNICIPIO
4304952,2023,3,Municipal,86.13,,,,5638314622036736045,2026-08-20 01:27:09,MUNICIPIO
4304952,2024,3,Municipal,40.0,86.13,-46.13,false,-2211765903961258665,2026-08-20 01:27:09,MUNICIPIO
4306056,2023,5,Pública,61.01,,,,-6089285571274352570,2026-08-20 01:27:09,MUNICIPIO
4306056,2024,5,Pública,61.2,61.01,0.19,true,3976968106008038172,2026-08-20 01:27:09,MUNICIPIO
4307203,2023,2,Estadual,64.29,,,,-3011164994078242374,2026-08-20 01:27:09,MUNICIPIO
4307203,2024,2,Estadual,71.4,64.29,7.11,true,-5191146837872906356,2026-08-20 01:27:09,MUNICIPIO
4307302,2023,3,Municipal,67.41,,,,1267698042538160805,2026-08-20 01:27:09,MUNICIPIO
4307302,2024,3,Municipal,50.4,67.41,-17.01,false,6016032794496236176,2026-08-20 01:27:09,MUNICIPIO
4307450,2023,3,Municipal,97.22,,,,847360893482374150,2026-08-20 01:27:09,MUNICIPIO
4307450,2024,3,Municipal,80.1,97.22,-17.12,false,-1883505615325490209,2026-08-20 01:27:09,MUNICIPIO
4309001,2023,2,Estadual,80.58,,,,3357465034427660197,2026-08-20 01:27:09,MUNICIPIO
4309001,2024,2,Estadual,61.1,80.58,-19.48,false,-110321801540350780,2026-08-20 01:27:09,MUNICIPIO
4310702,2023,3,Municipal,88.89,,,,-110613781241190260,2026-08-20 01:27:09,MUNICIPIO
4310702,2024,3,Municipal,36.8,88.89,-52.09,false,-985254375038355175,2026-08-20 01:27:09,MUNICIPIO
4310900,2023,2,Estadual,94.44,,,,1259307418898013313,2026-08-20 01:27:09,MUNICIPIO
4311403,2023,2,Estadual,63.66,,,,4691047574004996935,2026-08-20 01:27:09,MUNICIPIO
4311403,2024,2,Estadual,50.7,63.66,-12.96,false,4410740147968261732,2026-08-20 01:27:09,MUNICIPIO
4311700,2023,2,Estadual,87.5,,,,-8648531633311240151,2026-08-20 01:27:09,MUNICIPIO
4311700,2024,2,Estadual,64.3,87.5,-23.2,false,4397678887802840908,2026-08-20 01:27:09,MUNICIPIO
4311700,2023,3,Municipal,67.76,,,,-4982017106740887903,2026-08-20 01:27:09,MUNICIPIO
4311700,2024,3,Municipal,64.3,67.76,-3.46,false,-8358567474810100292,2026-08-20 01:27:09,MUNICIPIO
4312476,2023,2,Estadual,75.0,,,,-5450833567916466526,2026-08-20 01:27:09,MUNICIPIO
4312476,2024,2,Estadual,60.0,75.0,-15.0,false,-6235875311593552551,2026-08-20 01:27:09,MUNICIPIO
4313201,2023,3,Municipal,91.67,,,,7727513797658244343,2026-08-20 01:27:09,MUNICIPIO
4313201,2024,3,Municipal,52.3,91.67,-39.37,false,1853334731934683968,2026-08-20 01:27:09,MUNICIPIO
4313300,2023,2,Estadual,78.88,,,,3407534326986047273,2026-08-20 01:27:09,MUNICIPIO
4313300,2024,2,Estadual,57.5,78.88,-21.38,false,-5095951928346386149,2026-08-20 01:27:09,MUNICIPIO
4315008,2023,5,Pública,74.94,,,,-75843362060602461,2026-08-20 01:27:09,MUNICIPIO
4315008,2024,5,Pública,85.7,74.94,10.76,true,-5735636912246666356,2026-08-20 01:27:09,MUNICIPIO
4315172,2023,5,Pública,79.98,,,,-1509620742466121519,2026-08-20 01:27:09,MUNICIPIO
4315172,2024,5,Pública,75.0,79.98,-4.98,false,-6356375675578698642,2026-08-20 01:27:09,MUNICIPIO
4317400,2023,3,Municipal,72.84,,,,-1303034029712574697,2026-08-20 01:27:09,MUNICIPIO
4317400,2024,3,Municipal,61.2,72.84,-11.64,false,7238575177188310908,2026-08-20 01:27:09,MUNICIPIO
4318002,2023,2,Estadual,60.37,,,,-8559402665495071224,2026-08-20 01:27:09,MUNICIPIO
4318002,2024,2,Estadual,51.3,60.37,-9.07,false,1904109550513532460,2026-08-20 01:27:09,MUNICIPIO
4318309,2023,5,Pública,62.74,,,,-8072928112239044851,2026-08-20 01:27:09,MUNICIPIO
4318309,2024,5,Pública,39.1,62.74,-23.64,false,-5751858279802677536,2026-08-20 01:27:09,MUNICIPIO
4318424,2023,5,Pública,80.59,,,,-4898223390600371472,2026-08-20 01:27:09,MUNICIPIO
4318424,2024,5,Pública,73.5,80.59,-7.09,false,7023280484928698027,2026-08-20 01:27:09,MUNICIPIO
4318457,2023,5,Pública,78.44,,,,9219096541092294275,2026-08-20 01:27:09,MUNICIPIO
4318457,2024,5,Pública,60.4,78.44,-18.04,false,8963921731960746510,2026-08-20 01:27:09,MUNICIPIO
4319372,2023,5,Pública,82.14,,,,2051411218040734860,2026-08-20 01:27:09,MUNICIPIO
4319372,2024,5,Pública,64.0,82.14,-18.14,false,-7121344909199897332,2026-08-20 01:27:09,MUNICIPIO
4319406,2023,5,Pública,80.9,,,,-4290502757439990916,2026-08-20 01:27:09,MUNICIPIO
4319406,2024,5,Pública,57.4,80.9,-23.5,false,7100869691785325948,2026-08-20 01:27:09,MUNICIPIO
4319752,2023,3,Municipal,100.0,,,,1443893432294517384,2026-08-20 01:27:09,MUNICIPIO
4319752,2024,3,Municipal,25.0,100.0,-75.0,false,-6561673036573360722,2026-08-20 01:27:09,MUNICIPIO
4319802,2023,2,Estadual,66.67,,,,562246547099141449,2026-08-20 01:27:09,MUNICIPIO
4319802,2024,2,Estadual,47.8,66.67,-18.87,false,6714561138503591823,2026-08-20 01:27:09,MUNICIPIO
4322186,2023,5,Pública,81.82,,,,230040155957924054,2026-08-20 01:27:09,MUNICIPIO
4322400,2023,3,Municipal,61.3,,,,647731810713635754,2026-08-20 01:27:09,MUNICIPIO
4322400,2024,3,Municipal,47.3,61.3,-14.0,false,-2262337568799127096,2026-08-20 01:27:09,MUNICIPIO
5000203,2023,5,Pública,70.19,,,,-2598165602844391947,2026-08-20 01:27:09,MUNICIPIO
5000203,2024,5,Pública,77.03,70.19,6.84,true,1559095269695331403,2026-08-20 01:27:09,MUNICIPIO
5000807,2023,3,Municipal,65.19,,,,5962723439650843119,2026-08-20 01:27:09,MUNICIPIO
5000807,2024,3,Municipal,80.11,65.19,14.92,true,-1908190464820494356,2026-08-20 01:27:09,MUNICIPIO
5000906,2023,5,Pública,54.07,,,,4385746946970406233,2026-08-20 01:27:09,MUNICIPIO
5000906,2024,5,Pública,56.2,54.07,2.13,true,-7691126504569529169,2026-08-20 01:27:09,MUNICIPIO
5003702,2023,2,Estadual,52.54,,,,-2999885949163427997,2026-08-20 01:27:09,MUNICIPIO
5003702,2024,2,Estadual,48.21,52.54,-4.33,false,5285141746990176069,2026-08-20 01:27:09,MUNICIPIO
5006259,2023,5,Pública,47.37,,,,-1842401937344208065,2026-08-20 01:27:09,MUNICIPIO
5006259,2024,5,Pública,78.44,47.37,31.07,true,8270186773987060209,2026-08-20 01:27:09,MUNICIPIO
5006606,2023,3,Municipal,57.76,,,,-8184990989745970552,2026-08-20 01:27:09,MUNICIPIO
5006606,2024,3,Municipal,71.07,57.76,13.31,true,6726958644817501419,2026-08-20 01:27:09,MUNICIPIO
5007505,2023,3,Municipal,38.71,,,,-2601805611934308253,2026-08-20 01:27:09,MUNICIPIO
5007505,2024,3,Municipal,48.97,38.71,10.26,true,-8006097942986689090,2026-08-20 01:27:09,MUNICIPIO
5106208,2023,3,Municipal,55.65,,,,1317845063692357676,2026-08-20 01:27:09,MUNICIPIO
5106208,2024,3,Municipal,81.37,55.65,25.72,true,6225378135649523345,2026-08-20 01:27:09,MUNICIPIO
5106208,2023,5,Pública,55.65,,,,4547420295902678401,2026-08-20 01:27:09,MUNICIPIO
5106208,2024,5,Pública,81.37,55.65,25.72,true,-3710876062780334889,2026-08-20 01:27:09,MUNICIPIO
5106224,2023,3,Municipal,64.2,,,,3476045023583417441,2026-08-20 01:27:09,MUNICIPIO
5106224,2024,3,Municipal,74.86,64.2,10.66,true,6264329607980306060,2026-08-20 01:27:09,MUNICIPIO
5106232,2023,3,Municipal,50.74,,,,1095178530656252119,2026-08-20 01:27:09,MUNICIPIO
5106232,2024,3,Municipal,57.29,50.74,6.55,true,-5585151746132432732,2026-08-20 01:27:09,MUNICIPIO
5107354,2023,3,Municipal,51.3,,,,1290075788061573841,2026-08-20 01:27:09,MUNICIPIO
5107354,2024,3,Municipal,35.26,51.3,-16.04,false,4812428809763937613,2026-08-20 01:27:09,MUNICIPIO
5107602,2023,3,Municipal,52.75,,,,8906632367934972100,2026-08-20 01:27:09,MUNICIPIO
5107602,2024,3,Municipal,60.49,52.75,7.74,true,-7169884265664069081,2026-08-20 01:27:09,MUNICIPIO
5108501,2023,3,Municipal,34.76,,,,-1043637244492685612,2026-08-20 01:27:09,MUNICIPIO
5108501,2024,3,Municipal,52.77,34.76,18.01,true,-9009913825271410020,2026-08-20 01:27:09,MUNICIPIO
5108956,2023,5,Pública,77.16,,,,-4870146458185316128,2026-08-20 01:27:09,MUNICIPIO
5108956,2024,5,Pública,92.37,77.16,15.21,true,78451231114788850,2026-08-20 01:27:09,MUNICIPIO
5200159,2023,3,Municipal,80.95,,,,-776780453561011406,2026-08-20 01:27:09,MUNICIPIO
5200159,2024,3,Municipal,81.99,80.95,1.04,true,2423945138887761952,2026-08-20 01:27:09,MUNICIPIO
5200308,2023,3,Municipal,76.28,,,,5989134969358641381,2026-08-20 01:27:09,MUNICIPIO
5200308,2024,3,Municipal,75.79,76.28,-0.49,false,4039191162937805309,2026-08-20 01:27:09,MUNICIPIO
5201306,2023,3,Municipal,92.26,,,,-5034216028406664166,2026-08-20 01:27:09,MUNICIPIO
5201306,2024,3,Municipal,98.09,92.26,5.83,true,-2601250641835828516,2026-08-20 01:27:09,MUNICIPIO
5204607,2023,5,Pública,79.35,,,,-5103996658083511823,2026-08-20 01:27:09,MUNICIPIO
5204607,2024,5,Pública,93.62,79.35,14.27,true,-7878989757510181424,2026-08-20 01:27:09,MUNICIPIO
5205307,2023,3,Municipal,60.19,,,,-5931803478907438975,2026-08-20 01:27:09,MUNICIPIO
5205307,2024,3,Municipal,84.5,60.19,24.31,true,763878810122848059,2026-08-20 01:27:09,MUNICIPIO
5206503,2023,5,Pública,55.88,,,,8014789379498785694,2026-08-20 01:27:09,MUNICIPIO
5206503,2024,5,Pública,72.38,55.88,16.5,true,4378777133929040498,2026-08-20 01:27:09,MUNICIPIO
5207253,2023,3,Municipal,78.21,,,,27443826921172668,2026-08-20 01:27:09,MUNICIPIO
5207253,2024,3,Municipal,83.34,78.21,5.13,true,4012375547661095785,2026-08-20 01:27:09,MUNICIPIO
5207600,2023,5,Pública,96.67,,,,3017189192592676449,2026-08-20 01:27:09,MUNICIPIO
5207600,2024,5,Pública,100.0,96.67,3.33,true,-8868400391515594047,2026-08-20 01:27:09,MUNICIPIO
5210604,2023,3,Municipal,81.65,,,,-7734339730745854205,2026-08-20 01:27:09,MUNICIPIO
5210604,2024,3,Municipal,89.89,81.65,8.24,true,4885083472707382815,2026-08-20 01:27:09,MUNICIPIO
5212501,2023,5,Pública,64.05,,,,-7600771839577403619,2026-08-20 01:27:09,MUNICIPIO
5212501,2024,5,Pública,66.27,64.05,2.22,true,1342671840105901270,2026-08-20 01:27:09,MUNICIPIO
5213905,2023,3,Municipal,85.24,,,,-5914117615680603372,2026-08-20 01:27:09,MUNICIPIO
5213905,2024,3,Municipal,100.0,85.24,14.76,true,8181404548021553599,2026-08-20 01:27:09,MUNICIPIO
5214861,2023,3,Municipal,81.84,,,,-8392902499537900229,2026-08-20 01:27:09,MUNICIPIO
5214861,2024,3,Municipal,87.68,81.84,5.84,true,-6729216412418487370,2026-08-20 01:27:09,MUNICIPIO
5218003,2023,5,Pública,51.66,,,,7610508071005180193,2026-08-20 01:27:09,MUNICIPIO
5218003,2024,5,Pública,49.92,51.66,-1.74,false,8146065927708735849,2026-08-20 01:27:09,MUNICIPIO
5219258,2023,5,Pública,76.89,,,,2784511871786560427,2026-08-20 01:27:09,MUNICIPIO
5219258,2024,5,Pública,92.78,76.89,15.89,true,-765248390232721646,2026-08-20 01:27:09,MUNICIPIO
5219506,2023,5,Pública,80.22,,,,-5544300259267792847,2026-08-20 01:27:09,MUNICIPIO
5219506,2024,5,Pública,100.0,80.22,19.78,true,-8731402994159849844,2026-08-20 01:27:09,MUNICIPIO
5220058,2023,5,Pública,87.5,,,,3177990862935060038,2026-08-20 01:27:09,MUNICIPIO
5220058,2024,5,Pública,87.5,87.5,0.0,false,-1698962945316736794,2026-08-20 01:27:09,MUNICIPIO
1200054,2024,5,Pública,49.17,,,,-2051267751540376846,2026-08-20 01:27:09,MUNICIPIO
1200344,2024,3,Municipal,42.51,,,,-3843286171182172611,2026-08-20 01:27:09,MUNICIPIO
1300706,2023,2,Estadual,49.62,,,,-4213708085012630330,2026-08-20 01:27:09,MUNICIPIO
1300706,2024,2,Estadual,56.69,49.62,7.07,true,-4066524302082635364,2026-08-20 01:27:09,MUNICIPIO
1301308,2023,3,Municipal,43.66,,,,2387492434393080126,2026-08-20 01:27:09,MUNICIPIO
1301308,2024,3,Municipal,40.59,43.66,-3.07,false,-339662154682252737,2026-08-20 01:27:09,MUNICIPIO
1302900,2023,2,Estadual,68.75,,,,1709083321124479788,2026-08-20 01:27:09,MUNICIPIO
1302900,2024,2,Estadual,63.15,68.75,-5.6,false,7210729873028110062,2026-08-20 01:27:09,MUNICIPIO
1303502,2023,5,Pública,38.95,,,,-3092952253358902614,2026-08-20 01:27:09,MUNICIPIO
1303502,2024,5,Pública,48.43,38.95,9.48,true,-1953628188834044160,2026-08-20 01:27:09,MUNICIPIO
1503002,2023,5,Pública,51.05,,,,-4364965722513195251,2026-08-20 01:27:09,MUNICIPIO
1503002,2024,5,Pública,51.79,51.05,0.74,true,8209161165915557529,2026-08-20 01:27:09,MUNICIPIO
1503457,2023,3,Municipal,39.7,,,,-4565367153789023655,2026-08-20 01:27:09,MUNICIPIO
1503457,2024,3,Municipal,42.95,39.7,3.25,true,-9084604702110268074,2026-08-20 01:27:09,MUNICIPIO
1504604,2023,5,Pública,31.97,,,,3644831189476544800,2026-08-20 01:27:09,MUNICIPIO
1504604,2024,5,Pública,37.29,31.97,5.32,true,-6860593942146862911,2026-08-20 01:27:09,MUNICIPIO
1506351,2023,5,Pública,37.63,,,,8868607641479516864,2026-08-20 01:27:09,MUNICIPIO
1506351,2024,5,Pública,46.35,37.63,8.72,true,8059130659374158219,2026-08-20 01:27:09,MUNICIPIO
1507805,2023,5,Pública,33.22,,,,-1691022059929217474,2026-08-20 01:27:09,MUNICIPIO
1507805,2024,5,Pública,35.9,33.22,2.68,true,7214521076478945717,2026-08-20 01:27:09,MUNICIPIO
1600154,2023,3,Municipal,66.25,,,,1854659327778074942,2026-08-20 01:27:09,MUNICIPIO
1600154,2024,3,Municipal,44.22,66.25,-22.03,false,2806284787879502096,2026-08-20 01:27:09,MUNICIPIO
1600550,2023,5,Pública,36.41,,,,-3534185912424580832,2026-08-20 01:27:09,MUNICIPIO
1600550,2024,5,Pública,30.66,36.41,-5.75,false,-7920648808972622064,2026-08-20 01:27:09,MUNICIPIO
1702109,2023,5,Pública,35.44,,,,-353464327432749706,2026-08-20 01:27:09,MUNICIPIO
1702109,2024,5,Pública,50.51,35.44,15.07,true,-6232461386264477453,2026-08-20 01:27:09,MUNICIPIO
1703008,2023,5,Pública,20.49,,,,4253224910104694954,2026-08-20 01:27:09,MUNICIPIO
1703008,2024,5,Pública,19.17,20.49,-1.32,false,-4721433480881920636,2026-08-20 01:27:09,MUNICIPIO
1703826,2023,3,Municipal,27.54,,,,3666220023078010279,2026-08-20 01:27:09,MUNICIPIO
1703826,2024,3,Municipal,64.0,27.54,36.46,true,1591020773753402150,2026-08-20 01:27:09,MUNICIPIO
1703883,2023,5,Pública,25.12,,,,2038223186312559941,2026-08-20 01:27:09,MUNICIPIO
1703883,2024,5,Pública,27.47,25.12,2.35,true,6551277681466885403,2026-08-20 01:27:09,MUNICIPIO
1712801,2023,5,Pública,19.32,,,,-3592273097499228499,2026-08-20 01:27:09,MUNICIPIO
1712801,2024,5,Pública,20.67,19.32,1.35,true,-8672671625529947171,2026-08-20 01:27:09,MUNICIPIO
2100956,2023,3,Municipal,76.25,,,,3276606955783357830,2026-08-20 01:27:09,MUNICIPIO
2100956,2024,3,Municipal,74.44,76.25,-1.81,false,-2299769755182415617,2026-08-20 01:27:09,MUNICIPIO
2103000,2023,5,Pública,43.75,,,,-6903445123994871509,2026-08-20 01:27:09,MUNICIPIO
2103000,2024,5,Pública,55.15,43.75,11.4,true,7736566561620396542,2026-08-20 01:27:09,MUNICIPIO
2104651,2023,5,Pública,69.13,,,,-2063110848382018541,2026-08-20 01:27:09,MUNICIPIO
2104651,2024,5,Pública,78.08,69.13,8.95,true,-6784410522894947519,2026-08-20 01:27:09,MUNICIPIO
2105302,2023,5,Pública,45.19,,,,-6392044387694537612,2026-08-20 01:27:09,MUNICIPIO
2105302,2024,5,Pública,54.73,45.19,9.54,true,-504005836629690440,2026-08-20 01:27:09,MUNICIPIO
2107357,2023,3,Municipal,57.16,,,,-3071840817205942415,2026-08-20 01:27:09,MUNICIPIO
2107357,2024,3,Municipal,62.23,57.16,5.07,true,7869633599281540630,2026-08-20 01:27:09,MUNICIPIO
2111409,2023,3,Municipal,74.81,,,,-7889791111925897946,2026-08-20 01:27:09,MUNICIPIO
2111409,2024,3,Municipal,70.44,74.81,-4.37,false,3981240398017404521,2026-08-20 01:27:09,MUNICIPIO
2202737,2023,3,Municipal,78.14,,,,-6050813994398297418,2026-08-20 01:27:09,MUNICIPIO
2202737,2024,3,Municipal,94.47,78.14,16.33,true,-5926750077077567948,2026-08-20 01:27:09,MUNICIPIO
2203008,2023,3,Municipal,79.93,,,,6159616106395745301,2026-08-20 01:27:09,MUNICIPIO
2203008,2024,3,Municipal,79.55,79.93,-0.38,false,8112053129072094739,2026-08-20 01:27:09,MUNICIPIO
2205102,2023,5,Pública,25.15,,,,-1227664791501705001,2026-08-20 01:27:09,MUNICIPIO
2205102,2024,5,Pública,85.9,25.15,60.75,true,2138457676520185334,2026-08-20 01:27:09,MUNICIPIO
2205540,2023,3,Municipal,81.92,,,,8239193896306315420,2026-08-20 01:27:09,MUNICIPIO
2205540,2024,3,Municipal,87.79,81.92,5.87,true,6402196409712452617,2026-08-20 01:27:09,MUNICIPIO
2206704,2023,3,Municipal,46.93,,,,5939961477267809725,2026-08-20 01:27:09,MUNICIPIO
2206704,2024,3,Municipal,39.0,46.93,-7.93,false,431043068593272115,2026-08-20 01:27:09,MUNICIPIO
2207934,2023,3,Municipal,37.77,,,,7466983785974735033,2026-08-20 01:27:09,MUNICIPIO
2207934,2024,3,Municipal,47.35,37.77,9.58,true,1476466853320152436,2026-08-20 01:27:09,MUNICIPIO
2208858,2023,5,Pública,98.41,,,,10190779157137316,2026-08-20 01:27:09,MUNICIPIO
2208858,2024,5,Pública,92.42,98.41,-5.99,false,5570520227598639870,2026-08-20 01:27:09,MUNICIPIO
2209203,2023,3,Municipal,27.74,,,,-2235774414462959967,2026-08-20 01:27:09,MUNICIPIO
2209203,2024,3,Municipal,62.47,27.74,34.73,true,-171809823418865376,2026-08-20 01:27:09,MUNICIPIO
2209559,2023,5,Pública,87.8,,,,4450396262736593520,2026-08-20 01:27:09,MUNICIPIO
2209559,2024,5,Pública,66.39,87.8,-21.41,false,4930451092602842015,2026-08-20 01:27:09,MUNICIPIO
2209708,2023,3,Municipal,58.13,,,,1358513826290053674,2026-08-20 01:27:09,MUNICIPIO
2209708,2024,3,Municipal,64.27,58.13,6.14,true,3936728836280824731,2026-08-20 01:27:09,MUNICIPIO
2209807,2023,5,Pública,94.18,,,,-8658573498374293519,2026-08-20 01:27:09,MUNICIPIO
2209807,2024,5,Pública,64.04,94.18,-30.14,false,-3008208763360242598,2026-08-20 01:27:09,MUNICIPIO
2209856,2023,5,Pública,82.0,,,,-4144613333539697806,2026-08-20 01:27:09,MUNICIPIO
2209856,2024,5,Pública,96.34,82.0,14.34,true,-2651019574277340641,2026-08-20 01:27:09,MUNICIPIO
2210359,2023,3,Municipal,100.0,,,,-7846029977014321113,2026-08-20 01:27:09,MUNICIPIO
2210359,2024,3,Municipal,73.08,100.0,-26.92,false,8748200080744699169,2026-08-20 01:27:09,MUNICIPIO
2210508,2023,5,Pública,49.25,,,,2581909758795348197,2026-08-20 01:27:09,MUNICIPIO
2210508,2024,5,Pública,67.14,49.25,17.89,true,323624019747640919,2026-08-20 01:27:09,MUNICIPIO
2210706,2023,5,Pública,68.51,,,,6211053568356858466,2026-08-20 01:27:09,MUNICIPIO
2210706,2024,5,Pública,86.03,68.51,17.52,true,6196765826115429625,2026-08-20 01:27:09,MUNICIPIO
2211704,2023,3,Municipal,37.6,,,,-2037238506279431372,2026-08-20 01:27:09,MUNICIPIO
2211704,2024,3,Municipal,54.29,37.6,16.69,true,2989122700719029624,2026-08-20 01:27:09,MUNICIPIO
2211704,2023,5,Pública,37.6,,,,-7030570946717924878,2026-08-20 01:27:09,MUNICIPIO
2211704,2024,5,Pública,54.29,37.6,16.69,true,5384659442699669052,2026-08-20 01:27:09,MUNICIPIO
2303659,2023,5,Pública,100.0,,,,-2066976074339506544,2026-08-20 01:27:09,MUNICIPIO
2303659,2024,5,Pública,100.0,100.0,0.0,false,6639700479721678003,2026-08-20 01:27:09,MUNICIPIO
2304103,2023,3,Municipal,97.13,,,,-8005239275927235831,2026-08-20 01:27:09,MUNICIPIO
2304103,2024,3,Municipal,97.31,97.13,0.18,true,-7001618564931204682,2026-08-20 01:27:09,MUNICIPIO
2304350,2023,5,Pública,100.0,,,,-1483441916106749499,2026-08-20 01:27:09,MUNICIPIO
2304350,2024,5,Pública,100.0,100.0,0.0,false,4605406997129532157,2026-08-20 01:27:09,MUNICIPIO
2305654,2023,5,Pública,97.47,,,,-5641087689799874419,2026-08-20 01:27:09,MUNICIPIO
2305654,2024,5,Pública,99.16,97.47,1.69,true,6733803801268235391,2026-08-20 01:27:09,MUNICIPIO
2309102,2023,3,Municipal,85.81,,,,-3564959954236351903,2026-08-20 01:27:09,MUNICIPIO
2309102,2024,3,Municipal,88.89,85.81,3.08,true,-358551119650504831,2026-08-20 01:27:09,MUNICIPIO
2310852,2023,5,Pública,90.29,,,,3609128739534533587,2026-08-20 01:27:09,MUNICIPIO
2310852,2024,5,Pública,88.62,90.29,-1.67,false,-7300354078049955119,2026-08-20 01:27:09,MUNICIPIO
2311603,2023,5,Pública,84.99,,,,-524363611986777558,2026-08-20 01:27:09,MUNICIPIO
2311603,2024,5,Pública,92.45,84.99,7.46,true,8079645171793149693,2026-08-20 01:27:09,MUNICIPIO
2312700,2023,5,Pública,100.0,,,,-691696573811690332,2026-08-20 01:27:09,MUNICIPIO
2312700,2024,5,Pública,98.44,100.0,-1.56,false,5807574846985309374,2026-08-20 01:27:09,MUNICIPIO
2401107,2023,3,Municipal,52.23,,,,-780520241877788526,2026-08-20 01:27:09,MUNICIPIO
2401107,2024,3,Municipal,39.95,52.23,-12.28,false,6324776914318651576,2026-08-20 01:27:09,MUNICIPIO
2402303,2023,3,Municipal,25.23,,,,-2788009474754452290,2026-08-20 01:27:09,MUNICIPIO
2402303,2024,3,Municipal,39.56,25.23,14.33,true,-28709717336314776,2026-08-20 01:27:09,MUNICIPIO
2403202,2023,3,Municipal,53.88,,,,-2994165268865137397,2026-08-20 01:27:09,MUNICIPIO
2403202,2024,3,Municipal,53.06,53.88,-0.82,false,4623798105610869046,2026-08-20 01:27:09,MUNICIPIO
2405306,2023,5,Pública,45.53,,,,-322286959422945367,2026-08-20 01:27:09,MUNICIPIO
2405306,2024,5,Pública,20.55,45.53,-24.98,false,1862172668719234615,2026-08-20 01:27:09,MUNICIPIO
2405702,2023,2,Estadual,58.82,,,,4461967823045732946,2026-08-20 01:27:09,MUNICIPIO
2405702,2024,2,Estadual,84.21,58.82,25.39,true,-4558090273885368786,2026-08-20 01:27:09,MUNICIPIO
2408409,2023,3,Municipal,24.17,,,,7750597908035964330,2026-08-20 01:27:09,MUNICIPIO
2408409,2024,3,Municipal,30.77,24.17,6.6,true,1475613605613418453,2026-08-20 01:27:09,MUNICIPIO
2408953,2023,5,Pública,14.85,,,,816988620747476300,2026-08-20 01:27:09,MUNICIPIO
2408953,2024,5,Pública,31.56,14.85,16.71,true,8420773024126125899,2026-08-20 01:27:09,MUNICIPIO
2409506,2023,5,Pública,45.48,,,,7428468543258196237,2026-08-20 01:27:09,MUNICIPIO
2409506,2024,5,Pública,44.5,45.48,-0.98,false,6466041709796057507,2026-08-20 01:27:09,MUNICIPIO
2410306,2023,5,Pública,29.52,,,,-7875877020728328682,2026-08-20 01:27:09,MUNICIPIO
2410306,2024,5,Pública,40.45,29.52,10.93,true,5495912529645864334,2026-08-20 01:27:09,MUNICIPIO
2500106,2023,5,Pública,47.63,,,,7830694812389244235,2026-08-20 01:27:09,MUNICIPIO
2500106,2024,5,Pública,52.67,47.63,5.04,true,-1672698211411919018,2026-08-20 01:27:09,MUNICIPIO
2501575,2023,5,Pública,28.04,,,,-4976882580150950112,2026-08-20 01:27:09,MUNICIPIO
2501575,2024,5,Pública,49.18,28.04,21.14,true,8798614671334071431,2026-08-20 01:27:09,MUNICIPIO
2501708,2023,5,Pública,60.51,,,,7602763469644140472,2026-08-20 01:27:09,MUNICIPIO
2501708,2024,5,Pública,78.61,60.51,18.1,true,4667739593083797908,2026-08-20 01:27:09,MUNICIPIO
2501807,2023,2,Estadual,94.12,,,,-4009247663646438474,2026-08-20 01:27:09,MUNICIPIO
2501807,2024,2,Estadual,56.42,94.12,-37.7,false,1320707423563231499,2026-08-20 01:27:09,MUNICIPIO
2504405,2023,5,Pública,80.68,,,,3065625428555304529,2026-08-20 01:27:09,MUNICIPIO
2504405,2024,5,Pública,92.5,80.68,11.82,true,-4412541629561031905,2026-08-20 01:27:09,MUNICIPIO
2506202,2023,5,Pública,38.7,,,,-5190255318315126916,2026-08-20 01:27:09,MUNICIPIO
2506202,2024,5,Pública,71.43,38.7,32.73,true,2633549338933706758,2026-08-20 01:27:09,MUNICIPIO
2507606,2023,5,Pública,28.86,,,,-7482198735514863601,2026-08-20 01:27:09,MUNICIPIO
2507606,2024,5,Pública,35.79,28.86,6.93,true,8799367022133025058,2026-08-20 01:27:09,MUNICIPIO
2509909,2023,5,Pública,58.78,,,,-3143271901052912837,2026-08-20 01:27:09,MUNICIPIO
2509909,2024,5,Pública,47.23,58.78,-11.55,false,-4112536691945039141,2026-08-20 01:27:09,MUNICIPIO
2512101,2023,5,Pública,58.65,,,,-3603863514712887845,2026-08-20 01:27:09,MUNICIPIO
2512101,2024,5,Pública,65.57,58.65,6.92,true,7242417307771698677,2026-08-20 01:27:09,MUNICIPIO
2512200,2023,5,Pública,47.46,,,,2518951439988790245,2026-08-20 01:27:09,MUNICIPIO
