cd_referencia,nu_ano,nu_rede,ds_rede,pc_taxa_alfabetizacao,pc_taxa_alfabetizacao_ano_anterior,vl_variacao_yoy,fl_evolucao_positiva,id_evolucao,ts_insercao,ds_nivel_geografico
1301951,2023,5,Pública,74.47,,,,5483185374852799538,2026-08-20 01:27:09,MUNICIPIO
1301951,2024,5,Pública,82.76,74.47,8.29,true,4811571647107259481,2026-08-20 01:27:09,MUNICIPIO
1302306,2023,2,Estadual,57.14,,,,-8062926970965373914,2026-08-20 01:27:09,MUNICIPIO
1302306,2024,2,Estadual,59.85,57.14,2.71,true,-7513558299369475581,2026-08-20 01:27:09,MUNICIPIO
1303809,2023,3,Municipal,36.49,,,,-1154067987995332318,2026-08-20 01:27:09,MUNICIPIO
1303809,2024,3,Municipal,31.59,36.49,-4.9,false,-8525876581649182202,2026-08-20 01:27:09,MUNICIPIO
1501402,2023,2,Estadual,57.85,,,,2491315486068238570,2026-08-20 01:27:09,MUNICIPIO
1501402,2024,2,Estadual,57.47,57.85,-0.38,false,-6066340832647319137,2026-08-20 01:27:09,MUNICIPIO
1502855,2023,3,Municipal,37.54,,,,-194816213921286169,2026-08-20 01:27:09,MUNICIPIO
1502855,2024,3,Municipal,42.47,37.54,4.93,true,-958306674496895334,2026-08-20 01:27:09,MUNICIPIO
1502954,2023,5,Pública,52.88,,,,7152489270846711111,2026-08-20 01:27:09,MUNICIPIO
1502954,2024,5,Pública,50.59,52.88,-2.29,false,-4409771051579777905,2026-08-20 01:27:09,MUNICIPIO
1503606,2023,3,Municipal,61.0,,,,485398212602970323,2026-08-20 01:27:09,MUNICIPIO
1503606,2024,3,Municipal,59.22,61.0,-1.78,false,5523744812314601075,2026-08-20 01:27:09,MUNICIPIO
1504307,2023,3,Municipal,68.07,,,,8535762953449997836,2026-08-20 01:27:09,MUNICIPIO
1504307,2024,3,Municipal,47.51,68.07,-20.56,false,-6105948907629629155,2026-08-20 01:27:09,MUNICIPIO
1504752,2023,5,Pública,55.19,,,,-7229353683229540622,2026-08-20 01:27:09,MUNICIPIO
1504752,2024,5,Pública,43.72,55.19,-11.47,false,3195397563230019976,2026-08-20 01:27:09,MUNICIPIO
1505031,2023,3,Municipal,61.43,,,,3598336647989608639,2026-08-20 01:27:09,MUNICIPIO
1505031,2024,3,Municipal,56.8,61.43,-4.63,false,-9049514400742984138,2026-08-20 01:27:09,MUNICIPIO
1505650,2023,3,Municipal,42.57,,,,5354299633772146763,2026-08-20 01:27:09,MUNICIPIO
1505650,2024,3,Municipal,55.72,42.57,13.15,true,-8208182752614002534,2026-08-20 01:27:09,MUNICIPIO
1506401,2023,5,Pública,49.87,,,,379315404929818079,2026-08-20 01:27:09,MUNICIPIO
1506401,2024,5,Pública,52.31,49.87,2.44,true,-619438282688814084,2026-08-20 01:27:09,MUNICIPIO
1508357,2023,3,Municipal,60.62,,,,7151712436389757213,2026-08-20 01:27:09,MUNICIPIO
1508357,2024,3,Municipal,70.18,60.62,9.56,true,-4566197819874111963,2026-08-20 01:27:09,MUNICIPIO
1700350,2023,5,Pública,95.52,,,,-8317433635425452663,2026-08-20 01:27:09,MUNICIPIO
1700350,2024,5,Pública,76.09,95.52,-19.43,false,-5406728903295366969,2026-08-20 01:27:09,MUNICIPIO
1703602,2023,5,Pública,29.73,,,,7723193505356095223,2026-08-20 01:27:09,MUNICIPIO
1703602,2024,5,Pública,68.9,29.73,39.17,true,-7966449290811690567,2026-08-20 01:27:09,MUNICIPIO
1713304,2023,5,Pública,52.55,,,,-3955924880485239142,2026-08-20 01:27:09,MUNICIPIO
1713304,2024,5,Pública,63.01,52.55,10.46,true,4078495387421400137,2026-08-20 01:27:09,MUNICIPIO
1718006,2023,5,Pública,7.57,,,,-457360219898011887,2026-08-20 01:27:09,MUNICIPIO
1718006,2024,5,Pública,37.89,7.57,30.32,true,-6727212553899012615,2026-08-20 01:27:09,MUNICIPIO
1720259,2023,5,Pública,47.62,,,,-6617587339102503711,2026-08-20 01:27:09,MUNICIPIO
1720259,2024,5,Pública,59.09,47.62,11.47,true,-1567211628207469809,2026-08-20 01:27:09,MUNICIPIO
1720978,2023,3,Municipal,43.88,,,,7212264935172550286,2026-08-20 01:27:09,MUNICIPIO
1720978,2024,3,Municipal,75.11,43.88,31.23,true,-8936297365680005638,2026-08-20 01:27:09,MUNICIPIO
2100709,2023,5,Pública,72.8,,,,-3201194043873413720,2026-08-20 01:27:09,MUNICIPIO
2100709,2024,5,Pública,41.33,72.8,-31.47,false,1165523721530004833,2026-08-20 01:27:09,MUNICIPIO
2102705,2023,3,Municipal,53.04,,,,-7251435655573903272,2026-08-20 01:27:09,MUNICIPIO
2102705,2024,3,Municipal,70.83,53.04,17.79,true,410465276579877772,2026-08-20 01:27:09,MUNICIPIO
2103257,2023,3,Municipal,66.44,,,,5905266468055919840,2026-08-20 01:27:09,MUNICIPIO
2103257,2024,3,Municipal,86.24,66.44,19.8,true,2030526938788868401,2026-08-20 01:27:09,MUNICIPIO
2104073,2023,3,Municipal,84.89,,,,-8103353836154724358,2026-08-20 01:27:09,MUNICIPIO
2104073,2024,3,Municipal,65.38,84.89,-19.51,false,-7953787485686329495,2026-08-20 01:27:09,MUNICIPIO
2105609,2023,5,Pública,54.55,,,,-7257787732856456987,2026-08-20 01:27:09,MUNICIPIO
2105609,2024,5,Pública,75.31,54.55,20.76,true,8969062304864733033,2026-08-20 01:27:09,MUNICIPIO
2105807,2023,5,Pública,100.0,,,,2190282545700837530,2026-08-20 01:27:09,MUNICIPIO
2105807,2024,5,Pública,97.1,100.0,-2.9,false,7861389103187479771,2026-08-20 01:27:09,MUNICIPIO
2106201,2023,3,Municipal,76.93,,,,-1903476828165277938,2026-08-20 01:27:09,MUNICIPIO
2106201,2024,3,Municipal,84.97,76.93,8.04,true,6218844904163242020,2026-08-20 01:27:09,MUNICIPIO
2107704,2023,5,Pública,78.85,,,,-7214177038427414852,2026-08-20 01:27:09,MUNICIPIO
2107704,2024,5,Pública,74.65,78.85,-4.2,false,-2299012233918091777,2026-08-20 01:27:09,MUNICIPIO
2107902,2023,3,Municipal,76.76,,,,-6272855818188302656,2026-08-20 01:27:09,MUNICIPIO
2107902,2024,3,Municipal,58.43,76.76,-18.33,false,-3025379776678264568,2026-08-20 01:27:09,MUNICIPIO
2108108,2023,5,Pública,76.26,,,,-7928831842105552132,2026-08-20 01:27:09,MUNICIPIO
2108108,2024,5,Pública,90.57,76.26,14.31,true,-5110850520507592829,2026-08-20 01:27:09,MUNICIPIO
2108306,2023,5,Pública,55.46,,,,7711079500879249024,2026-08-20 01:27:09,MUNICIPIO
2108306,2024,5,Pública,63.88,55.46,8.42,true,-6511017168169448431,2026-08-20 01:27:09,MUNICIPIO
2109205,2023,3,Municipal,36.89,,,,-7746522069027428732,2026-08-20 01:27:09,MUNICIPIO
2109205,2024,3,Municipal,57.94,36.89,21.05,true,-7807922210663368420,2026-08-20 01:27:09,MUNICIPIO
2109205,2023,5,Pública,36.89,,,,-7902713550955721578,2026-08-20 01:27:09,MUNICIPIO
2109205,2024,5,Pública,57.94,36.89,21.05,true,-4186664840863700948,2026-08-20 01:27:09,MUNICIPIO
2109452,2023,5,Pública,68.06,,,,6266409066964901859,2026-08-20 01:27:09,MUNICIPIO
2109452,2024,5,Pública,48.35,68.06,-19.71,false,-1550642233261633751,2026-08-20 01:27:09,MUNICIPIO
2109551,2023,3,Municipal,54.24,,,,-4640437112413522583,2026-08-20 01:27:09,MUNICIPIO
2109551,2024,3,Municipal,50.14,54.24,-4.1,false,-198288459043119384,2026-08-20 01:27:09,MUNICIPIO
2110856,2023,3,Municipal,62.65,,,,53403595373318429,2026-08-20 01:27:09,MUNICIPIO
2110856,2024,3,Municipal,42.73,62.65,-19.92,false,-2637892929188976641,2026-08-20 01:27:09,MUNICIPIO
2111607,2023,3,Municipal,71.02,,,,-429713120734509959,2026-08-20 01:27:09,MUNICIPIO
2111607,2024,3,Municipal,84.5,71.02,13.48,true,7744045859114379566,2026-08-20 01:27:09,MUNICIPIO
2111722,2023,5,Pública,100.0,,,,6558001978562082882,2026-08-20 01:27:09,MUNICIPIO
2111722,2024,5,Pública,79.32,100.0,-20.68,false,-722626006856741857,2026-08-20 01:27:09,MUNICIPIO
2113009,2023,3,Municipal,51.04,,,,1023935527366518374,2026-08-20 01:27:09,MUNICIPIO
2113009,2024,3,Municipal,73.1,51.04,22.06,true,5103196471329205355,2026-08-20 01:27:09,MUNICIPIO
2200905,2023,3,Municipal,57.69,,,,-3755134486726599826,2026-08-20 01:27:09,MUNICIPIO
2200905,2024,3,Municipal,30.0,57.69,-27.69,false,4682768796305370397,2026-08-20 01:27:09,MUNICIPIO
2202133,2023,5,Pública,85.6,,,,6015073249289849699,2026-08-20 01:27:09,MUNICIPIO
2202133,2024,5,Pública,95.8,85.6,10.2,true,2545114108756948326,2026-08-20 01:27:09,MUNICIPIO
2203420,2023,5,Pública,91.43,,,,3946251934244399007,2026-08-20 01:27:09,MUNICIPIO
2203420,2024,5,Pública,82.22,91.43,-9.21,false,-4789562131292381761,2026-08-20 01:27:09,MUNICIPIO
2204600,2023,3,Municipal,82.43,,,,-119210975364477039,2026-08-20 01:27:09,MUNICIPIO
2204600,2024,3,Municipal,81.47,82.43,-0.96,false,7764390685977569705,2026-08-20 01:27:09,MUNICIPIO
2206902,2023,5,Pública,69.0,,,,-418561049868781017,2026-08-20 01:27:09,MUNICIPIO
2206902,2024,5,Pública,89.56,69.0,20.56,true,6283618422073794785,2026-08-20 01:27:09,MUNICIPIO
2208007,2023,5,Pública,52.95,,,,3137016374314951230,2026-08-20 01:27:09,MUNICIPIO
2208007,2024,5,Pública,54.93,52.95,1.98,true,5136250661933449174,2026-08-20 01:27:09,MUNICIPIO
2209450,2023,3,Municipal,96.15,,,,3098182406409660366,2026-08-20 01:27:09,MUNICIPIO
2209450,2024,3,Municipal,78.26,96.15,-17.89,false,-6554116251707110871,2026-08-20 01:27:09,MUNICIPIO
2302503,2023,3,Municipal,93.05,,,,-5088631385767457367,2026-08-20 01:27:09,MUNICIPIO
2302503,2024,3,Municipal,95.4,93.05,2.35,true,-395748201682454402,2026-08-20 01:27:09,MUNICIPIO
2302800,2024,2,Estadual,91.67,,,,7958251690084913082,2026-08-20 01:27:09,MUNICIPIO
2303105,2023,5,Pública,99.57,,,,8715922653690328294,2026-08-20 01:27:09,MUNICIPIO
2303105,2024,5,Pública,98.77,99.57,-0.8,false,1018542706868880789,2026-08-20 01:27:09,MUNICIPIO
2303709,2023,2,Estadual,60.94,,,,-3672346685291642862,2026-08-20 01:27:09,MUNICIPIO
2303709,2024,2,Estadual,52.22,60.94,-8.72,false,7435430238135364812,2026-08-20 01:27:09,MUNICIPIO
2304509,2023,5,Pública,99.67,,,,8709098624958800668,2026-08-20 01:27:09,MUNICIPIO
2304509,2024,5,Pública,98.18,99.67,-1.49,false,-2826339247982083376,2026-08-20 01:27:09,MUNICIPIO
2305308,2023,3,Municipal,94.97,,,,-3726960418632746297,2026-08-20 01:27:09,MUNICIPIO
2305308,2024,3,Municipal,97.38,94.97,2.41,true,8565769590617171033,2026-08-20 01:27:09,MUNICIPIO
2305902,2023,3,Municipal,97.9,,,,-1846905795712348833,2026-08-20 01:27:09,MUNICIPIO
2305902,2024,3,Municipal,99.54,97.9,1.64,true,-2385026692070845296,2026-08-20 01:27:09,MUNICIPIO
2306256,2023,3,Municipal,85.82,,,,-2630234630278817231,2026-08-20 01:27:09,MUNICIPIO
2306256,2024,3,Municipal,85.11,85.82,-0.71,false,2829380330958503986,2026-08-20 01:27:09,MUNICIPIO
2306553,2023,3,Municipal,92.56,,,,-8976955833663160485,2026-08-20 01:27:09,MUNICIPIO
2306553,2024,3,Municipal,92.49,92.56,-0.07,false,-2227226397539190479,2026-08-20 01:27:09,MUNICIPIO
2307502,2023,3,Municipal,75.38,,,,6338950693880543200,2026-08-20 01:27:09,MUNICIPIO
2307502,2024,3,Municipal,74.29,75.38,-1.09,false,-8049619290643316583,2026-08-20 01:27:09,MUNICIPIO
2308708,2023,3,Municipal,71.96,,,,7577188698606411798,2026-08-20 01:27:09,MUNICIPIO
2308708,2024,3,Municipal,76.09,71.96,4.13,true,-6553839761708361554,2026-08-20 01:27:09,MUNICIPIO
2309805,2023,5,Pública,88.89,,,,-6657231460109292785,2026-08-20 01:27:09,MUNICIPIO
2309805,2024,5,Pública,91.18,88.89,2.29,true,-3142555058441846901,2026-08-20 01:27:09,MUNICIPIO
2310209,2023,5,Pública,94.86,,,,-8230669206424262848,2026-08-20 01:27:09,MUNICIPIO
2310209,2024,5,Pública,95.08,94.86,0.22,true,7644765265144243942,2026-08-20 01:27:09,MUNICIPIO
2310803,2023,3,Municipal,95.85,,,,-1544510467761149010,2026-08-20 01:27:09,MUNICIPIO
2310803,2024,3,Municipal,93.44,95.85,-2.41,false,-1726779076927686227,2026-08-20 01:27:09,MUNICIPIO
2311264,2023,5,Pública,97.37,,,,-7319986120840515212,2026-08-20 01:27:09,MUNICIPIO
2311264,2024,5,Pública,99.0,97.37,1.63,true,5874977868738990820,2026-08-20 01:27:09,MUNICIPIO
2312106,2023,5,Pública,89.48,,,,6314218523607174454,2026-08-20 01:27:09,MUNICIPIO
2312106,2024,5,Pública,96.45,89.48,6.97,true,6584196352596209263,2026-08-20 01:27:09,MUNICIPIO
2401206,2023,5,Pública,24.75,,,,-6596911159389113945,2026-08-20 01:27:09,MUNICIPIO
2401206,2024,5,Pública,31.22,24.75,6.47,true,-5215333025675984838,2026-08-20 01:27:09,MUNICIPIO
2401602,2023,5,Pública,14.89,,,,3748324657170235871,2026-08-20 01:27:09,MUNICIPIO
2401602,2024,5,Pública,29.29,14.89,14.4,true,-2963015470338359511,2026-08-20 01:27:09,MUNICIPIO
2401800,2023,3,Municipal,21.47,,,,-6543081972854716011,2026-08-20 01:27:09,MUNICIPIO
2401800,2024,3,Municipal,40.29,21.47,18.82,true,-4550741603186076710,2026-08-20 01:27:09,MUNICIPIO
2401909,2023,2,Estadual,86.96,,,,-4601149303407947568,2026-08-20 01:27:09,MUNICIPIO
2401909,2024,2,Estadual,46.67,86.96,-40.29,false,1222128307419857993,2026-08-20 01:27:09,MUNICIPIO
2403608,2023,5,Pública,49.69,,,,-8387511404045247668,2026-08-20 01:27:09,MUNICIPIO
2403608,2024,5,Pública,34.18,49.69,-15.51,false,3533279530488922453,2026-08-20 01:27:09,MUNICIPIO
2403905,2023,5,Pública,45.0,,,,3819136931073546841,2026-08-20 01:27:09,MUNICIPIO
2403905,2024,5,Pública,78.95,45.0,33.95,true,6169887902260613357,2026-08-20 01:27:09,MUNICIPIO
2405702,2023,5,Pública,33.88,,,,-3948261542254123103,2026-08-20 01:27:09,MUNICIPIO
2405702,2024,5,Pública,62.8,33.88,28.92,true,-6431098966669942601,2026-08-20 01:27:09,MUNICIPIO
2407401,2023,5,Pública,41.19,,,,8644914854478420559,2026-08-20 01:27:09,MUNICIPIO
2407401,2024,5,Pública,54.91,41.19,13.72,true,-3980635433562016116,2026-08-20 01:27:09,MUNICIPIO
2408102,2023,2,Estadual,45.65,,,,4922272531833986045,2026-08-20 01:27:09,MUNICIPIO
2408102,2024,2,Estadual,45.11,45.65,-0.54,false,3129171271604182665,2026-08-20 01:27:09,MUNICIPIO
2408508,2023,5,Pública,40.66,,,,-1282138198484152862,2026-08-20 01:27:09,MUNICIPIO
2408508,2024,5,Pública,73.61,40.66,32.95,true,8284013847320169829,2026-08-20 01:27:09,MUNICIPIO
2411056,2023,2,Estadual,59.09,,,,-2864658228430020303,2026-08-20 01:27:09,MUNICIPIO
2411056,2024,2,Estadual,45.0,59.09,-14.09,false,-6484806123932615761,2026-08-20 01:27:09,MUNICIPIO
2411205,2023,5,Pública,21.32,,,,-6874218630764878416,2026-08-20 01:27:09,MUNICIPIO
2411205,2024,5,Pública,34.65,21.32,13.33,true,-359953736582935609,2026-08-20 01:27:09,MUNICIPIO
2412104,2023,3,Municipal,49.46,,,,-2538472875478836515,2026-08-20 01:27:09,MUNICIPIO
2412104,2024,3,Municipal,71.7,49.46,22.24,true,-8831996231304932953,2026-08-20 01:27:09,MUNICIPIO
2413102,2023,2,Estadual,26.09,,,,-5930731703561841178,2026-08-20 01:27:09,MUNICIPIO
2413102,2024,2,Estadual,23.53,26.09,-2.56,false,-7210773748910376672,2026-08-20 01:27:09,MUNICIPIO
2414605,2023,2,Estadual,37.93,,,,2194812772724076753,2026-08-20 01:27:09,MUNICIPIO
2414605,2024,2,Estadual,22.73,37.93,-15.2,false,-8712013067238860445,2026-08-20 01:27:09,MUNICIPIO
2414803,2023,5,Pública,58.73,,,,2085278529284112322,2026-08-20 01:27:09,MUNICIPIO
2414803,2024,5,Pública,43.56,58.73,-15.17,false,3828401591575526943,2026-08-20 01:27:09,MUNICIPIO
2500304,2023,2,Estadual,28.57,,,,-6372530897991678689,2026-08-20 01:27:09,MUNICIPIO
2500809,2023,3,Municipal,64.03,,,,-5459142070705411773,2026-08-20 01:27:09,MUNICIPIO
2500809,2024,3,Municipal,47.88,64.03,-16.15,false,-7190189276594938903,2026-08-20 01:27:09,MUNICIPIO
2502409,2023,3,Municipal,40.87,,,,-9069628729582764014,2026-08-20 01:27:09,MUNICIPIO
2502409,2024,3,Municipal,60.93,40.87,20.06,true,4259085327698093214,2026-08-20 01:27:09,MUNICIPIO
2502607,2023,5,Pública,28.96,,,,8877473789262864165,2026-08-20 01:27:09,MUNICIPIO
2502607,2024,5,Pública,79.06,28.96,50.1,true,-478799505577645260,2026-08-20 01:27:09,MUNICIPIO
2503555,2023,5,Pública,32.54,,,,425598039830679818,2026-08-20 01:27:09,MUNICIPIO
2503555,2024,5,Pública,47.9,32.54,15.36,true,-8801837932604656610,2026-08-20 01:27:09,MUNICIPIO
2504850,2023,3,Municipal,75.0,,,,-2321572959966226044,2026-08-20 01:27:09,MUNICIPIO
2504850,2024,3,Municipal,93.33,75.0,18.33,true,8352496022874986324,2026-08-20 01:27:09,MUNICIPIO
2504900,2023,3,Municipal,56.43,,,,2160848595144362703,2026-08-20 01:27:09,MUNICIPIO
2504900,2024,3,Municipal,47.63,56.43,-8.8,false,6874577831523103138,2026-08-20 01:27:09,MUNICIPIO
2507507,2023,5,Pública,48.38,,,,-8511168157073126603,2026-08-20 01:27:09,MUNICIPIO
2507507,2024,5,Pública,55.14,48.38,6.76,true,1993880525654222551,2026-08-20 01:27:09,MUNICIPIO
2507804,2023,5,Pública,56.22,,,,-6083792118598763083,2026-08-20 01:27:09,MUNICIPIO
2507804,2024,5,Pública,76.21,56.22,19.99,true,2374087746105955888,2026-08-20 01:27:09,MUNICIPIO
2510659,2023,5,Pública,63.64,,,,6110672334443392924,2026-08-20 01:27:09,MUNICIPIO
2511509,2023,2,Estadual,56.43,,,,-969450056644728802,2026-08-20 01:27:09,MUNICIPIO
2511608,2023,3,Municipal,41.76,,,,4566103969463464059,2026-08-20 01:27:09,MUNICIPIO
2511608,2024,3,Municipal,61.18,41.76,19.42,true,-7931415026618680977,2026-08-20 01:27:09,MUNICIPIO
2512721,2023,5,Pública,47.41,,,,344117808345557746,2026-08-20 01:27:09,MUNICIPIO
2512721,2024,5,Pública,23.99,47.41,-23.42,false,130126213094413152,2026-08-20 01:27:09,MUNICIPIO
2513000,2023,5,Pública,72.73,,,,6283893207576239029,2026-08-20 01:27:09,MUNICIPIO
2513000,2024,5,Pública,83.93,72.73,11.2,true,-7344235003295971514,2026-08-20 01:27:09,MUNICIPIO
2513208,2023,5,Pública,52.79,,,,7191452153341140525,2026-08-20 01:27:09,MUNICIPIO
2513208,2024,5,Pública,86.28,52.79,33.49,true,3457565189449286436,2026-08-20 01:27:09,MUNICIPIO
2515906,2023,5,Pública,83.64,,,,6421373122623027763,2026-08-20 01:27:09,MUNICIPIO
2515906,2024,5,Pública,74.71,83.64,-8.93,false,-6447389694233472163,2026-08-20 01:27:09,MUNICIPIO
2515930,2023,5,Pública,52.0,,,,-7815139362123340628,2026-08-20 01:27:09,MUNICIPIO
2515930,2024,5,Pública,75.35,52.0,23.35,true,-4996740810199792375,2026-08-20 01:27:09,MUNICIPIO
2516805,2023,3,Municipal,50.08,,,,-6038160761831943294,2026-08-20 01:27:09,MUNICIPIO
2516805,2024,3,Municipal,63.35,50.08,13.27,true,-4355956689649129705,2026-08-20 01:27:09,MUNICIPIO
2517001,2023,5,Pública,38.29,,,,-2690964922800937076,2026-08-20 01:27:09,MUNICIPIO
2517001,2024,5,Pública,79.38,38.29,41.09,true,661538893760448093,2026-08-20 01:27:09,MUNICIPIO
2602506,2023,3,Municipal,71.45,,,,-2027631687628370012,2026-08-20 01:27:09,MUNICIPIO
2602506,2024,3,Municipal,79.05,71.45,7.6,true,-8776036837389596529,2026-08-20 01:27:09,MUNICIPIO
2606002,2023,3,Municipal,52.28,,,,5371661506401182822,2026-08-20 01:27:09,MUNICIPIO
2606002,2024,3,Municipal,69.75,52.28,17.47,true,6731190775790238049,2026-08-20 01:27:09,MUNICIPIO
2607505,2023,5,Pública,59.5,,,,-1721649558099201145,2026-08-20 01:27:09,MUNICIPIO
2607505,2024,5,Pública,58.6,59.5,-0.9,false,-230120835096261974,2026-08-20 01:27:09,MUNICIPIO
2609402,2023,5,Pública,53.38,,,,-5276614726388015275,2026-08-20 01:27:09,MUNICIPIO
2609402,2024,5,Pública,43.93,53.38,-9.45,false,-1827577405785126434,2026-08-20 01:27:09,MUNICIPIO
2611309,2023,5,Pública,46.95,,,,-574332925858382705,2026-08-20 01:27:09,MUNICIPIO
2611309,2024,5,Pública,40.45,46.95,-6.5,false,343594619550358923,2026-08-20 01:27:09,MUNICIPIO
2611903,2023,3,Municipal,93.31,,,,-2001749267090456241,2026-08-20 01:27:09,MUNICIPIO
2611903,2024,3,Municipal,90.91,93.31,-2.4,false,7421946632519676239,2026-08-20 01:27:09,MUNICIPIO
2615300,2023,5,Pública,74.11,,,,1097737284257494529,2026-08-20 01:27:09,MUNICIPIO
2615300,2024,5,Pública,77.57,74.11,3.46,true,-9222559490750677870,2026-08-20 01:27:09,MUNICIPIO
2701001,2023,3,Municipal,73.6,,,,4877189427538902870,2026-08-20 01:27:09,MUNICIPIO
2701001,2024,3,Municipal,88.19,73.6,14.59,true,-533235990561567909,2026-08-20 01:27:09,MUNICIPIO
2702009,2023,3,Municipal,74.97,,,,8053694230186331904,2026-08-20 01:27:09,MUNICIPIO
2702009,2024,3,Municipal,77.24,74.97,2.27,true,2832500953695853151,2026-08-20 01:27:09,MUNICIPIO
2702603,2023,3,Municipal,35.2,,,,-2627635217987735924,2026-08-20 01:27:09,MUNICIPIO
2702603,2024,3,Municipal,44.46,35.2,9.26,true,7279492422783760097,2026-08-20 01:27:09,MUNICIPIO
2703304,2023,3,Municipal,65.05,,,,6570929852823136335,2026-08-20 01:27:09,MUNICIPIO
2703304,2024,3,Municipal,83.03,65.05,17.98,true,7153858487942423302,2026-08-20 01:27:09,MUNICIPIO
2703809,2023,5,Pública,30.41,,,,4215784787016068765,2026-08-20 01:27:09,MUNICIPIO
2703809,2024,5,Pública,27.68,30.41,-2.73,false,6162501299719818631,2026-08-20 01:27:09,MUNICIPIO
2706505,2023,5,Pública,42.03,,,,1273756213703640475,2026-08-20 01:27:09,MUNICIPIO
2706505,2024,5,Pública,32.59,42.03,-9.44,false,6349031589260693994,2026-08-20 01:27:09,MUNICIPIO
2708006,2023,2,Estadual,32.46,,,,-1964600567023793240,2026-08-20 01:27:09,MUNICIPIO
2708501,2023,5,Pública,39.59,,,,-256233718395545202,2026-08-20 01:27:09,MUNICIPIO
2708501,2024,5,Pública,53.64,39.59,14.05,true,-7358251815113631635,2026-08-20 01:27:09,MUNICIPIO
2709004,2023,3,Municipal,42.05,,,,-3827797486600579936,2026-08-20 01:27:09,MUNICIPIO
2709004,2024,3,Municipal,53.45,42.05,11.4,true,3835596477051446305,2026-08-20 01:27:09,MUNICIPIO
2709301,2023,5,Pública,89.35,,,,3209240604090988966,2026-08-20 01:27:09,MUNICIPIO
2709301,2024,5,Pública,94.75,89.35,5.4,true,-706140382750589719,2026-08-20 01:27:09,MUNICIPIO
2800506,2023,3,Municipal,27.09,,,,8031754980720571404,2026-08-20 01:27:09,MUNICIPIO
2800506,2024,3,Municipal,44.81,27.09,17.72,true,-8302032739033832108,2026-08-20 01:27:09,MUNICIPIO
2801504,2023,5,Pública,24.85,,,,7279552673343202924,2026-08-20 01:27:09,MUNICIPIO
2801504,2024,5,Pública,16.16,24.85,-8.69,false,2217719681969936367,2026-08-20 01:27:09,MUNICIPIO
2801900,2023,5,Pública,44.12,,,,4641291900466792135,2026-08-20 01:27:09,MUNICIPIO
2801900,2024,5,Pública,54.53,44.12,10.41,true,-8012076674793860933,2026-08-20 01:27:09,MUNICIPIO
2803807,2023,3,Municipal,40.0,,,,-172851737397138467,2026-08-20 01:27:09,MUNICIPIO
2803807,2024,3,Municipal,37.63,40.0,-2.37,false,-6212172856192051921,2026-08-20 01:27:09,MUNICIPIO
2806701,2023,5,Pública,53.75,,,,6503317423932015161,2026-08-20 01:27:09,MUNICIPIO
2806701,2024,5,Pública,67.6,53.75,13.85,true,2673025893452422179,2026-08-20 01:27:09,MUNICIPIO
2900405,2023,5,Pública,21.0,,,,6376185789077440207,2026-08-20 01:27:09,MUNICIPIO
2900405,2024,5,Pública,30.43,21.0,9.43,true,6508856538747573396,2026-08-20 01:27:09,MUNICIPIO
2902005,2023,3,Municipal,41.95,,,,3728405318335356997,2026-08-20 01:27:09,MUNICIPIO
2902005,2024,3,Municipal,28.92,41.95,-13.03,false,-6416144111846587068,2026-08-20 01:27:09,MUNICIPIO
2902252,2023,3,Municipal,16.86,,,,-6266031742765420538,2026-08-20 01:27:09,MUNICIPIO
2902252,2024,3,Municipal,13.11,16.86,-3.75,false,8710452676918801045,2026-08-20 01:27:09,MUNICIPIO
2902302,2023,5,Pública,47.9,,,,5398883950583139122,2026-08-20 01:27:09,MUNICIPIO
2902302,2024,5,Pública,60.0,47.9,12.1,true,-1540283624037155649,2026-08-20 01:27:09,MUNICIPIO
2902401,2023,5,Pública,42.65,,,,-624834126501733708,2026-08-20 01:27:09,MUNICIPIO
2902401,2024,5,Pública,33.61,42.65,-9.04,false,4991523882240663743,2026-08-20 01:27:09,MUNICIPIO
2903003,2023,3,Municipal,39.25,,,,-7197219588524144393,2026-08-20 01:27:09,MUNICIPIO
2903003,2024,3,Municipal,32.43,39.25,-6.82,false,8784152536591467767,2026-08-20 01:27:09,MUNICIPIO
2904407,2023,3,Municipal,41.09,,,,3416150113379074985,2026-08-20 01:27:09,MUNICIPIO
2904407,2024,3,Municipal,40.43,41.09,-0.66,false,3626951788470788282,2026-08-20 01:27:09,MUNICIPIO
2906501,2023,3,Municipal,32.66,,,,6722290317931952626,2026-08-20 01:27:09,MUNICIPIO
2906501,2024,3,Municipal,36.67,32.66,4.01,true,-3493502248840343373,2026-08-20 01:27:09,MUNICIPIO
2907301,2023,5,Pública,44.01,,,,-7481369832870388572,2026-08-20 01:27:09,MUNICIPIO
2907301,2024,5,Pública,30.54,44.01,-13.47,false,-1156687289683452684,2026-08-20 01:27:09,MUNICIPIO
2910750,2024,0,Total,49.57,,,,-776114990827315614,2026-08-20 01:27:09,MUNICIPIO
2911253,2024,0,Total,47.37,,,,6478307661551013101,2026-08-20 01:27:09,MUNICIPIO
2912400,2023,5,Pública,29.8,,,,8884298024778503685,2026-08-20 01:27:09,MUNICIPIO
2912400,2024,5,Pública,36.88,29.8,7.08,true,410557520893629912,2026-08-20 01:27:09,MUNICIPIO
2914000,2023,5,Pública,29.98,,,,8519562982251690811,2026-08-20 01:27:09,MUNICIPIO
