id_indicador_municipio,id_municipio,nome_uf,nome_regiao,nu_rede,ds_rede,nu_serie,qt_alunos_avaliados,qt_alunos_alfabetizados,qt_alunos_alfabetizados_corte,pc_indicador_alfabetizacao,pc_indicador_alfabetizacao_corte,vl_proficiencia_media,vl_proficiencia_mediana,ts_insercao,nu_ano,sigla_uf
61245944278932346,3137106,Minas Gerais,Sudeste,2,Estadual,2,10,6,6,60.0,60.0,748.96,763.93,2026-08-20 01:27:09,2023,MG
-1186417893199688752,3144359,Minas Gerais,Sudeste,3,Municipal,2,81,64,64,79.01,79.01,773.79,780.08,2026-08-20 01:27:09,2023,MG
810845275568903789,3144375,Minas Gerais,Sudeste,3,Municipal,2,41,20,20,48.78,48.78,738.19,736.2,2026-08-20 01:27:09,2023,MG
-5392169513722026887,3144607,Minas Gerais,Sudeste,3,Municipal,2,233,126,126,54.08,54.08,743.05,748.88,2026-08-20 01:27:09,2023,MG
-2076969907667177553,3145372,Minas Gerais,Sudeste,3,Municipal,2,41,28,28,68.29,68.29,762.43,756.9,2026-08-20 01:27:09,2023,MG
4606497342383231682,3146305,Minas Gerais,Sudeste,2,Estadual,2,78,33,33,42.31,42.31,720.79,729.71,2026-08-20 01:27:09,2023,MG
-3328313540559511493,3149101,Minas Gerais,Sudeste,3,Municipal,2,56,33,33,58.93,58.93,750.49,750.05,2026-08-20 01:27:09,2023,MG
-8745860352732675815,3149705,Minas Gerais,Sudeste,3,Municipal,2,170,134,134,78.82,78.82,778.78,789.44,2026-08-20 01:27:09,2023,MG
3585254900589751562,3150000,Minas Gerais,Sudeste,3,Municipal,2,44,39,39,88.64,88.64,789.46,798.43,2026-08-20 01:27:09,2023,MG
-1816552866357042863,3150802,Minas Gerais,Sudeste,2,Estadual,2,25,15,15,60.0,60.0,753.96,770.98,2026-08-20 01:27:09,2023,MG
-2900232950029102373,3151008,Minas Gerais,Sudeste,3,Municipal,2,101,71,71,70.3,70.3,766.37,775.42,2026-08-20 01:27:09,2023,MG
-2963744087135367221,3154101,Minas Gerais,Sudeste,2,Estadual,2,12,6,6,50.0,50.0,744.35,740.61,2026-08-20 01:27:09,2023,MG
2660463873811595705,3155207,Minas Gerais,Sudeste,2,Estadual,2,36,23,23,63.89,63.89,761.55,767.37,2026-08-20 01:27:09,2023,MG
1495242653294810224,3155702,Minas Gerais,Sudeste,2,Estadual,2,33,29,29,87.88,87.88,793.01,806.89,2026-08-20 01:27:09,2023,MG
512777197060687155,3162104,Minas Gerais,Sudeste,2,Estadual,2,38,25,25,65.79,65.79,758.6,759.51,2026-08-20 01:27:09,2023,MG
-4507076986540683340,3163904,Minas Gerais,Sudeste,3,Municipal,2,35,27,27,77.14,77.14,762.46,759.87,2026-08-20 01:27:09,2023,MG
-2543273532039453766,3167806,Minas Gerais,Sudeste,3,Municipal,2,55,40,40,72.73,72.73,765.55,772.05,2026-08-20 01:27:09,2023,MG
-1881284464567251475,3168408,Minas Gerais,Sudeste,2,Estadual,2,82,38,38,46.34,46.34,737.0,735.56,2026-08-20 01:27:09,2023,MG
1210933423224069770,3169356,Minas Gerais,Sudeste,2,Estadual,2,19,19,19,100.0,100.0,824.57,846.45,2026-08-20 01:27:09,2023,MG
